"Catalog.ID","In.union","Age..range","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.nouse","SE.logR.any.nouse","SE.logR.unmet.noneed"
1806,1,"20-24",NA,NA,NA,NA,44.7429753464359,41.2992095542973,3.44376579213859,10.6277224914917,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",2005,2005,2005.30136986301,2005.49315068493,"2005 DHS","DHS",0,"eg51",0.048342419,0.117779204,0.060676119,0.045772413,0.075125123
1807,0,"20-24",NA,NA,NA,NA,38.9687335944516,38.7438071035075,0.224926490944092,14.1733343494885,NA,NA,NA,"UW","0",NA,NA,0,516,"Namibia",2000,2000,2000.66666666667,2000.99726775956,"2000 DHS","DHS",0,"nm41",0.102866509,0.530615863,0.098435291,0.10254249,0.128209466
1807,1,"20-24",NA,NA,NA,NA,45.4337083216335,45.0252902812012,0.408418040432326,29.1959086422816,NA,NA,NA,"MW","0",NA,NA,0,516,"Namibia",2000,2000,2000.66666666667,2000.99726775956,"2000 DHS","DHS",0,"nm41",0.13444908,0.741132899,0.088679838,0.133514142,0.190731448
1808,0,"20-24",NA,NA,NA,NA,24.3800442663762,23.9000479340759,0.479996332300298,10.8154961903808,NA,NA,NA,"UW","0",NA,NA,0,426,"Lesotho",2004,2005,2004.66666666667,2005.08219178082,"2004 DHS","DHS",0,"ls41",0.125769302,0.6782814,0.131463144,0.123513285,0.153403596
1808,1,"20-24",NA,NA,NA,NA,34.0567254340612,32.5347025518157,1.5220228822455,31.379830579245,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",2004,2005,2004.66666666667,2005.08219178082,"2004 DHS","DHS",0,"ls41",0.096614298,0.277857906,0.053650283,0.095428529,0.102358877
1812,0,"20-24",NA,NA,NA,NA,0.200067846684865,0.200067846684865,0,0.670628339837762,NA,NA,NA,"UW","0",NA,NA,0,116,"Cambodia",2005,2006,2005.66575342466,2006.24383561644,"2005 DHS","DHS",0,"kh51",0.669590885,NA,0.446850975,0.669590885,0.449874006
1812,1,"20-24",NA,NA,NA,NA,34.5503176785754,23.2807542309801,11.2695634475953,23.825570902561,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2005,2006,2005.66575342466,2006.24383561644,"2005 DHS","DHS",0,"kh51",0.0755947,0.115748615,0.046229707,0.070201555,0.072691512
1813,1,"20-24",NA,NA,NA,NA,52.9203551866821,46.7665755683497,6.15377961833238,16.749753591415,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2004,2004,2004,2004.41256830601,"2004 DHS","DHS",0,"bd4j",0.062976847,0.113947195,0.050570698,0.060624545,0.078498485
1814,1,"20-24",NA,NA,NA,NA,37.5922601209113,31.9964684653337,5.59579165557753,23.5643844792133,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1993,1994,1993.83287671233,1994.24383561644,"1993-1994 DHS","DHS",0,"bd31",0.057117916,0.103672444,0.040863205,0.053123266,0.065652934
1815,1,"20-24",NA,NA,NA,NA,43.0798092587939,37.6125260304534,5.46728322834049,20.9503573102234,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1996,1997,1996.83333333333,1997.24383561644,"1996-1997 DHS","DHS",0,"bd3a",0.058891575,0.114889329,0.046049292,0.054345751,0.072870353
1816,1,"20-24",NA,NA,NA,NA,47.1043415537087,40.1000281246703,7.00431342903841,20.4485627996859,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1999,2000,1999.83287671233,2000.24590163934,"1999-2000 DHS","DHS",0,"bd41",0.059297486,0.10649027,0.04627036,0.056395519,0.075430516
1820,0,"20-24",NA,NA,NA,NA,22.2412256366387,15.0051993527092,7.23602628392949,6.2541620682686,NA,NA,NA,"UW","0",NA,NA,0,498,"Republic of Moldova",2005,2005,2005.41369863014,2005.66301369863,"2005 DHS","DHS",0,"mb53",0.130586804,0.18532773,0.178512888,0.109873551,0.194126546
1820,1,"20-24",NA,NA,NA,NA,63.1317260577661,41.4615742462626,21.6701518115034,12.8013916528965,NA,NA,NA,"MW","0",NA,NA,0,498,"Republic of Moldova",2005,2005,2005.41369863014,2005.66301369863,"2005 DHS","DHS",0,"mb53",0.093422493,0.119287389,0.096849614,0.086946036,0.148364796
1821,1,"20-24",NA,NA,NA,NA,55.088481329481,43.2983819190115,11.7900994104695,14.4485412436768,NA,NA,NA,"MW","0",NA,NA,0,704,"Viet Nam",1997,1997,1997.49589041096,1997.8301369863,"1997 DHS","DHS",0,"vn31",0.111477534,0.149978557,0.089329423,0.10555169,0.131698224
1823,0,"20-24",NA,NA,NA,NA,22.2144979143548,13.550254174666,8.66424373968885,6.7124559744523,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",1993,1993,1993.08493150685,1993.66301369863,"1993 DHS","DHS",0,"ke33",0.139820046,0.159402091,0.152309039,0.107644803,0.166693785
1823,1,"20-24",NA,NA,NA,NA,23.5519884650314,18.2638821940514,5.28810627098003,39.2225115587423,NA,NA,NA,"MW","0",NA,NA,0,404,"Kenya",1993,1993,1993.08493150685,1993.66301369863,"1993 DHS","DHS",0,"ke33",0.100350172,0.183737542,0.039288517,0.089582634,0.080684718
1824,0,"20-24",NA,NA,NA,NA,20.3743154345981,12.2156112690394,8.15870416555869,13.8401848617859,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",1998,1998,1998.08493150685,1998.57808219178,"1998 DHS","DHS",0,"ke3a",0.142025929,0.175796447,0.107567841,0.120235692,0.130198342
1824,1,"20-24",NA,NA,NA,NA,31.1802188014797,24.7518419967239,6.42837680475576,32.2523363004237,NA,NA,NA,"MW","0",NA,NA,0,404,"Kenya",1998,1998,1998.08493150685,1998.57808219178,"1998 DHS","DHS",0,"ke3a",0.090669564,0.150640551,0.04494832,0.078483341,0.084592553
1825,1,"20-24",NA,NA,NA,NA,15.5303536664267,12.414825683321,3.11552798310574,36.7071082740139,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2000,2000,2000.08469945355,2000.57923497268,"2000 DHS","DHS",0,"kh42",0.107989627,0.21844644,0.045990957,0.104050133,0.081336545
1826,0,"20-24",NA,NA,NA,NA,16.3426240164886,10.71259930217,5.63002471431865,2.0428892105542,NA,NA,NA,"UW","0",NA,NA,0,398,"Kazakhstan",1995,1995,1995.32876712329,1995.74520547945,"1995 DHS","DHS",0,"kk31",0.257840428,0.373285149,0.512769393,0.217209819,0.525604504
1826,1,"20-24",NA,NA,NA,NA,47.0352500863733,34.0881015335591,12.9471485528141,18.3517474594859,NA,NA,NA,"MW","0",NA,NA,0,398,"Kazakhstan",1995,1995,1995.32876712329,1995.74520547945,"1995 DHS","DHS",0,"kk31",0.14972498,0.178780481,0.112833164,0.132844937,0.172657091
1827,1,"20-24",NA,NA,NA,NA,6.30442454996651,3.84151361913114,2.46291093083537,29.2869258818244,NA,NA,NA,"MW","0",NA,NA,0,586,"Pakistan",1990,1991,1990.91506849315,1991.41095890411,"1990-1991 DHS","DHS",0,"pk21",0.187984255,0.246887506,0.062850119,0.151737981,0.091428374
1828,0,"20-24",NA,NA,NA,NA,28.5063179970635,16.4220375787502,12.0842804183133,7.81394666948592,NA,NA,NA,"UW","0",NA,NA,0,566,"Nigeria",1999,1999,1999.16164383562,1999.41095890411,"1999 DHS","DHS",0,"ng41",0.129379592,0.147311542,0.135236367,0.115860541,0.15183081
1828,1,"20-24",NA,NA,NA,NA,8.18352062633871,2.58570581240808,5.59781481393063,24.0882266020007,NA,NA,NA,"MW","0",NA,NA,0,566,"Nigeria",1999,1999,1999.16164383562,1999.41095890411,"1999 DHS","DHS",0,"ng41",0.214744742,0.148156049,0.055781031,0.123893853,0.07562011
1829,1,"20-24",NA,NA,NA,NA,33.1936924474183,30.8975511248675,2.2961413225508,20.4881936379952,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",1995,1996,1995.83287671233,1996.08196721311,"1995 DHS","DHS",0,"eg33",0.061282063,0.177685657,0.047521055,0.060382646,0.068541353
1830,1,"20-24",NA,NA,NA,NA,42.6744910787328,40.5284906286226,2.14600045011017,10.8450878882199,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",2000,2000,2000.08469945355,2000.32786885246,"2000 DHS","DHS",0,"eg42",0.05064293,0.17225481,0.061758426,0.04972394,0.076168269
1832,1,"20-24",NA,NA,NA,NA,29.7400262724398,28.5024135126865,1.2376127597533,24.9335513211767,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",1992,1993,1992.83333333333,1993.15890410959,"1992 DHS","DHS",0,"eg21",0.073872193,0.302288423,0.052163316,0.072686946,0.080857765
1833,0,"20-24",NA,NA,NA,NA,17.8338866784097,16.9633043940571,0.870582284352652,15.9454073040288,NA,NA,NA,"UW","0",NA,NA,0,454,"Malawi",2000,2000,2000.49726775956,2000.91256830601,"2000 DHS","DHS",0,"mw42",0.108964343,0.437999877,0.105378893,0.108731899,0.130753273
1833,1,"20-24",NA,NA,NA,NA,26.316301011126,22.7028237506229,3.61347726050305,31.7014840810173,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2000,2000,2000.49726775956,2000.91256830601,"2000 DHS","DHS",0,"mw42",0.062452285,0.112242723,0.034062988,0.058346108,0.059784529
1834,0,"20-24",NA,NA,NA,NA,8.12272431154429,7.64329128354486,0.479433027999432,10.7664532441275,NA,NA,NA,"UW","0",NA,NA,0,454,"Malawi",1992,1992,1992.66666666667,1992.91256830601,"1992 DHS","DHS",0,"mw26",0.288625653,1.002217269,0.240558004,0.278981601,0.272489089
1834,1,"20-24",NA,NA,NA,NA,12.0091449602842,5.33695859183206,6.67218636845216,35.7570140103546,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",1992,1992,1992.66666666667,1992.91256830601,"1992 DHS","DHS",0,"mw26",0.201223678,0.183137489,0.05482185,0.138318022,0.092350503
1835,0,"20-24",NA,NA,NA,NA,3.0462540173873,2.32843070490721,0.71782331248009,1.28875017755956,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.66575342466,1996.08196721311,"1995 DHS","DHS",0,"er31",0.407648099,0.712029934,0.488668109,0.351608,0.495251197
1835,1,"20-24",NA,NA,NA,NA,9.49767012887792,4.23643195530367,5.26123817357425,31.7545144966903,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.66575342466,1996.08196721311,"1995 DHS","DHS",0,"er31",0.160296143,0.340863687,0.07008432,0.216552678,0.10796647
1836,0,"20-24",NA,NA,NA,NA,0.0683420846797216,0,0.0683420846797216,0.648845154111049,NA,NA,NA,"UW","0",NA,NA,0,608,"Philippines",1993,1993,1993.16164383562,1993.41095890411,"1993 DHS","DHS",0,"ph31",NA,1.001323559,0.339864996,1.001323559,0.342086123
1836,1,"20-24",NA,NA,NA,NA,31.8610019333727,18.9271390039558,12.9338629294169,37.2928320910337,NA,NA,NA,"MW","0",NA,NA,0,608,"Philippines",1993,1993,1993.16164383562,1993.41095890411,"1993 DHS","DHS",0,"ph31",0.083068539,0.094673402,0.03278662,0.066730599,0.072425449
1837,0,"20-24",NA,NA,NA,NA,0.854791867391534,0.319052990975977,0.535738876415557,0.877815208332078,NA,NA,NA,"UW","0",NA,NA,0,608,"Philippines",1998,1998,1998.08493150685,1998.32602739726,"1998 DHS","DHS",0,"ph3b",0.561690206,0.437804083,0.309342219,0.366126489,0.31210555
1837,1,"20-24",NA,NA,NA,NA,39.8207312228039,23.4127078598133,16.4080233629906,31.6580473353676,NA,NA,NA,"MW","0",NA,NA,0,608,"Philippines",1998,1998,1998.08493150685,1998.32602739726,"1998 DHS","DHS",0,"ph3b",0.089819802,0.104964772,0.040273058,0.077502735,0.084975434
1838,0,"20-24",NA,NA,NA,NA,21.0281636566144,18.9884538189022,2.0397098377122,11.8930081802882,NA,NA,NA,"UW","0",NA,NA,0,834,"United Republic of Tanzania",2004,2005,2004.74863387978,2005.15890410959,"2004-2005 DHS","DHS",0,"tz4i",0.135671282,0.405032147,0.162213392,0.130830591,0.190973661
1838,1,"20-24",NA,NA,NA,NA,25.5407649827565,19.0126542288535,6.52811075390304,25.2278928960323,NA,NA,NA,"MW","0",NA,NA,0,834,"United Republic of Tanzania",2004,2005,2004.74863387978,2005.15890410959,"2004-2005 DHS","DHS",0,"tz4i",0.098233577,0.150861751,0.054102283,0.088341729,0.081826219
1840,1,"20-24",NA,NA,NA,NA,52.396795924958,47.4505394211523,4.94625650380572,17.1433617121116,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,"bd50",0.055279316,0.113659184,0.048105342,0.053805398,0.075179917
1841,1,"20-24",NA,NA,NA,NA,9.9,6.5,3.4,33,NA,NA,NA,"MW","0",NA,NA,0,586,"Pakistan",1996,1997,1996,1997,"1996-1997 FFPS","National survey",0,NA,NA,NA,NA,NA,NA
1843,0,"20-24",NA,NA,NA,NA,0.314900932311257,0.0410940403105559,0.273806892000701,0,NA,NA,NA,"UW","0",NA,NA,0,51,"Armenia",2005,2005,2005.66575342466,2005.99726027397,"2005 DHS","DHS",0,"am54",1.003027197,1.010550268,NA,0.890111236,NA
1843,1,"20-24",NA,NA,NA,NA,42.8839820947138,18.5990651176638,24.2849169770499,19.3662451111151,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2005,2005,2005.66575342466,2005.99726027397,"2005 DHS","DHS",0,"am54",0.175092455,0.148202886,0.104689531,0.134000214,0.158396957
1844,0,"20-24",NA,NA,NA,NA,15.1384312152207,9.60720365902374,5.53122755619698,6.76491285167417,NA,NA,NA,"UW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.58082191781,2004.08196721311,"2003 DHS","DHS",0,"bo41",0.108380508,0.156117401,0.114966527,0.094995043,0.124925193
1844,1,"20-24",NA,NA,NA,NA,55.2422817606124,36.1110452109316,19.1312365496808,30.0589163324791,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.58082191781,2004.08196721311,"2003 DHS","DHS",0,"bo41",0.078247034,0.098125252,0.032817988,0.070654213,0.099930474
1848,1,"20-24",NA,NA,NA,NA,55.3144031295719,21.9445334994285,33.3698696301434,18.1443649885569,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2000,2000,2000.74863387978,2000.99726775956,"2000 DHS","DHS",0,"am42",0.123240634,0.107054166,0.080034777,0.09381697,0.1347489
1849,0,"20-24",NA,NA,NA,NA,0.994621895384267,0.953851589150965,0.0407703062333023,2.02216686767514,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2002,2002,2002.16164383562,2002.57808219178,"2002 DHS","DHS",0,"er42",0.57984295,1.002583737,0.37805937,0.557509155,0.385942169
1849,1,"20-24",NA,NA,NA,NA,5.88064681375937,5.16818190477767,0.712464908981699,29.5100245993178,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",2002,2002,2002.16164383562,2002.57808219178,"2002 DHS","DHS",0,"er42",0.178979397,0.476539337,0.055858031,0.16739098,0.081370939
1850,0,"20-24",NA,NA,NA,NA,0.920661328186207,0.618089975021632,0.302571353164575,1.74881191340611,NA,NA,NA,"UW","0",NA,NA,0,608,"Philippines",2003,2003,2003.41369863014,2003.74520547945,"2003 DHS","DHS",0,"ph41",0.40667967,0.500962607,0.227589125,0.318662019,0.231678392
1850,1,"20-24",NA,NA,NA,NA,42.6767452893132,29.8054625717688,12.8712827175444,27.8120332923893,NA,NA,NA,"MW","0",NA,NA,0,608,"Philippines",2003,2003,2003.41369863014,2003.74520547945,"2003 DHS","DHS",0,"ph41",0.07414261,0.104738192,0.042673094,0.065907551,0.08288917
1851,1,"20-24",NA,NA,NA,NA,30.6251248675701,27.7958940441284,2.82923082344167,33.1715240584285,NA,NA,NA,"MW","0",NA,NA,0,524,"Nepal",2006,2006,2006.08493150685,2006.66301369863,"2006 DHS","DHS",0,"np51",0.087503816,0.173795094,0.037439332,0.083558529,0.071743331
1853,1,"20-24",NA,NA,NA,NA,6.94119122779547,4.20414775182063,2.73704347597484,34.7378951508389,NA,NA,NA,"MW","0",NA,NA,0,478,"Mauritania",2000,2001,2000.58196721311,2001.32602739726,"2000-2001 DHS","DHS",0,"mr42",0.225683968,0.279642643,0.065287167,0.172387301,0.104174396
1854,0,"20-24",NA,NA,NA,NA,3.46568566413549,2.32052793024759,1.1451577338879,5.41896609882858,NA,NA,NA,"UW","0",NA,NA,0,646,"Rwanda",1992,1992,1992.41530054645,1992.8306010929,"1992 DHS","DHS",0,"rw21",0.280559465,0.452390085,0.185493056,0.251817608,0.196525013
1854,1,"20-24",NA,NA,NA,NA,14.4489443503744,7.47401427714174,6.97493007323264,29.2044587476217,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",1992,1992,1992.41530054645,1992.8306010929,"1992 DHS","DHS",0,"rw21",0.180813862,0.175321769,0.059879241,0.12920635,0.090914671
1855,0,"20-24",NA,NA,NA,NA,2.66400274080089,1.74577824939851,0.918224491402382,4.11349380569734,NA,NA,NA,"UW","0",NA,NA,0,646,"Rwanda",2000,2000,2000.41530054645,2000.66393442623,"2000 DHS","DHS",0,"rw41",0.261934855,0.357360634,0.18470374,0.205979821,0.192853893
1855,1,"20-24",NA,NA,NA,NA,10.5397622555041,5.0138372152143,5.52592504028977,31.0499022077532,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2000,2000,2000.41530054645,2000.66393442623,"2000 DHS","DHS",0,"rw41",0.189542088,0.148540474,0.051268955,0.125620283,0.078522626
1858,0,"20-24",NA,NA,NA,NA,3.00028536324459,2.30407379975107,0.696211563493519,3.77823528983522,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2005,2005,2005.24657534247,2005.66301369863,"2005 DHS","DHS",0,"et51",0.275526799,0.546888652,0.224265428,0.278735915,0.233354831
1858,1,"20-24",NA,NA,NA,NA,16.6580219260885,15.3630300228805,1.294991903208,36.2448023182201,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2005,2005,2005.24657534247,2005.66301369863,"2005 DHS","DHS",0,"et51",0.098661203,0.309457202,0.046355743,0.098119226,0.082029957
1859,0,"20-24",NA,NA,NA,NA,37.6477692769328,32.2083405732755,5.43942870365729,7.62334043758573,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2004,2005,2004.74863387978,2005.49315068493,"2005 DHS","DHS",0,"co53",0.058136867,0.100921377,0.196252383,0.055045545,0.223588927
1859,1,"20-24",NA,NA,NA,NA,71.7094099266636,61.250300013507,10.4591099131566,14.8170182139102,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2004,2005,2004.74863387978,2005.49315068493,"2005 DHS","DHS",0,"co53",0.054690215,0.086885244,0.043471184,0.053405145,0.091276869
1860,0,"20-24",NA,NA,NA,NA,9.89511188434482,6.9242403491624,2.97087153518241,2.26224398543076,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",1990,1990,1990.32876712329,1990.66301369863,"1990 DHS","DHS",0,"co22",0.23617671,0.294203116,0.273379374,0.179640762,0.280419814
1860,1,"20-24",NA,NA,NA,NA,54.3935206652086,46.063737215398,8.32978344981058,23.9001336311651,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1990,1990,1990.32876712329,1990.66301369863,"1990 DHS","DHS",0,"co22",0.117132906,0.165837522,0.069164752,0.111604618,0.145319756
1861,0,"20-24",NA,NA,NA,NA,31.595667295275,24.6856470744226,6.91002022085233,6.50365802066368,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2000,2000,2000.08469945355,2000.49453551913,"2000 DHS","DHS",0,"co41",0.079935139,0.121975501,0.115395922,0.072045245,0.127520113
1861,1,"20-24",NA,NA,NA,NA,69.0785513508506,56.7673799726386,12.3111713782119,16.3650384536399,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2000,2000,2000.08469945355,2000.49453551913,"2000 DHS","DHS",0,"co41",0.079293825,0.121852718,0.064229509,0.075798313,0.13643951
1862,0,"20-24",NA,NA,NA,NA,17.9359055266418,13.2655309860695,4.67037454057232,5.23211635420269,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",1995,1995,1995.16164383562,1995.49315068493,"1995 DHS","DHS",0,"co31",0.107928633,0.153337437,0.142641467,0.095063067,0.152355089
1862,1,"20-24",NA,NA,NA,NA,60.8227495018253,47.5955181064177,13.2272313954077,20.7851767392199,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1995,1995,1995.16164383562,1995.49315068493,"1995 DHS","DHS",0,"co31",0.076129274,0.109816263,0.053777587,0.072732711,0.114552498
1866,1,"20-24",NA,NA,NA,NA,57.8230800092668,52.685066309099,5.13801370016779,10.0249016134563,NA,NA,NA,"MW","0",NA,NA,0,504,"Morocco",2003,2004,2003.74794520548,2004.16120218579,"2003-2004 DHS","DHS",0,"ma43",0.063919076,0.140356925,0.084922232,0.061773075,0.111400726
1868,0,"20-24",NA,NA,NA,NA,24.9174660032462,22.7216575039424,2.19580849930382,6.63132268291493,NA,NA,NA,"UW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.088478598,0.24440092,0.128992444,0.084154572,0.141488797
1868,1,"20-24",NA,NA,NA,NA,65.9786183587144,61.6236297470839,4.35498861163042,18.1271265379882,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.07894467,0.172877341,0.057278846,0.07681114,0.122604393
1884,0,"20-24",NA,NA,NA,NA,25.49667239054,17.6978440444867,7.79882834605334,10.0398349568395,NA,NA,NA,"UW","0",NA,NA,0,566,"Nigeria",2003,2003,2003.16164383562,2003.66301369863,"2003 DHS","DHS",0,"ng4c",0.150093099,0.294785856,0.151361447,0.142211356,0.174935161
1884,1,"20-24",NA,NA,NA,NA,9.41154659611996,6.55572514514821,2.85582145097174,17.019470243074,NA,NA,NA,"MW","0",NA,NA,0,566,"Nigeria",2003,2003,2003.16164383562,2003.66301369863,"2003 DHS","DHS",0,"ng4c",0.149172297,0.243560909,0.093902094,0.12669398,0.115625432
1885,0,"20-24",NA,NA,NA,NA,11.6185921304464,11.1135214599345,0.50507067051195,15.5148645488704,NA,NA,NA,"UW","0",NA,NA,0,454,"Malawi",2004,2005,2004.74863387978,2005.08219178082,"2004 DHS","DHS",0,"mw4e",0.160919604,0.417463102,0.115784085,0.156143261,0.140437023
1885,1,"20-24",NA,NA,NA,NA,29.1598931474547,25.4137329801422,3.74616016731251,31.8033238877778,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2004,2005,2004.74863387978,2005.08219178082,"2004 DHS","DHS",0,"mw4e",0.061696056,0.131867861,0.032849416,0.058030018,0.059611883
1886,0,"20-24",NA,NA,NA,NA,26.3583324888615,22.9757663810503,3.38256610781125,12.3095984316304,NA,NA,NA,"UW","0",NA,NA,0,800,"Uganda",2000,2001,2000.66666666667,2001.24383561644,"2000-2001 DHS","DHS",0,"ug41",0.13928337,0.356002138,0.159940479,0.132194882,0.192041191
1886,1,"20-24",NA,NA,NA,NA,20.9920340676582,17.359646472605,3.6323875950532,36.011528825152,NA,NA,NA,"MW","0",NA,NA,0,800,"Uganda",2000,2001,2000.66666666667,2001.24383561644,"2000-2001 DHS","DHS",0,"ug41",0.104466095,0.167881475,0.045439871,0.093109103,0.08349789
1887,0,"20-24",NA,NA,NA,NA,20.6600220276099,19.1430689603767,1.51695306723321,11.7517188368861,NA,NA,NA,"UW","0",NA,NA,0,800,"Uganda",2006,2006,2006.32876712329,2006.8301369863,"2006 DHS","DHS",0,"ug52",0.120692393,0.36952349,0.13263858,0.121236612,0.155700741
1887,1,"20-24",NA,NA,NA,NA,21.6535536084177,16.1746938233146,5.47885978510316,35.5464486683781,NA,NA,NA,"MW","0",NA,NA,0,800,"Uganda",2006,2006,2006.32876712329,2006.8301369863,"2006 DHS","DHS",0,"ug52",0.097818315,0.130806866,0.045734419,0.080359739,0.083717977
1888,0,"20-24",NA,NA,NA,NA,27.9797442416698,13.2752652850088,14.7044789566611,13.3279374772097,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.66301369863,"2007 DHS","DHS",0,"cd51",0.200467316,0.131559749,0.15957297,0.124901581,0.195809033
1888,1,"20-24",NA,NA,NA,NA,18.4954598837936,5.36134990230333,13.1341099814902,32.4932258474198,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.66301369863,"2007 DHS","DHS",0,"cd51",0.161699208,0.148653551,0.058502559,0.12157259,0.097288232
1913,1,"20-24",NA,NA,NA,NA,43.2,40.1,3.1,10.4,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2006,2006,2006.22739726027,2006.43835616438,"2006 MICS","MICS",0,NA,NA,NA,NA,NA,NA
1915,1,"20-24",NA,NA,NA,NA,34.12913659,32.21750315,1.911633434,33,NA,NA,NA,"MW","0",NA,NA,1,780,"Trinidad and Tobago",2006,2006,2006.29863013699,2006.43835616438,"2006 MICS","MICS",0,NA,NA,NA,NA,NA,NA
1947,0,"20-24",NA,NA,NA,NA,7.01060659441891,5.82697528551669,1.18363130890222,10.4978137164005,NA,NA,NA,"UW","0",NA,NA,0,894,"Zambia",1992,1992,1992,1992.41256830601,"1992 DHS","DHS",0,"zm21",0.193995683,0.408629843,0.144281329,0.181034559,0.162642458
1947,1,"20-24",NA,NA,NA,NA,12.9342979320718,7.6824198756943,5.25187805637748,27.8807876410716,NA,NA,NA,"MW","0",NA,NA,0,894,"Zambia",1992,1992,1992,1992.41256830601,"1992 DHS","DHS",0,"zm21",0.120501836,0.164265279,0.057984007,0.10368994,0.085286012
2407,1,"20-24",NA,NA,NA,NA,44.2379684306546,32.8944413996732,11.3435270309814,15.2754837094173,NA,NA,NA,"MW","0",NA,NA,0,400,"Jordan",2007,2007,2007.41369863014,2007.91232876712,"2007 DHS","DHS",0,"jo51",0.098204224,0.148879932,0.094239781,0.088013387,0.129796238
2443,1,"20-24",NA,NA,NA,NA,9.8,8.6,1.3,27.2,NA,NA,NA,"MW","0",NA,NA,1,478,"Mauritania",2007,2007,2007.32876712329,2007.74520547945,"2007 MICS","MICS",0,NA,NA,NA,NA,NA,NA
2515,0,"20-24",NA,NA,NA,NA,15.3964180693831,10.1397494852102,5.25666858417286,4.26641341580201,NA,NA,NA,"UW","0",NA,NA,0,604,"Peru",2004,2006,2006.02191780822,2006.74520547945,"2004-2006 DHS","DHS",0,"pe51a",0.105916112,0.155918552,0.141197804,0.085902948,0.148696303
2515,1,"20-24",NA,NA,NA,NA,69.4411995721163,50.4780621411833,18.9631374309329,16.9798526557674,NA,NA,NA,"MW","0",NA,NA,0,604,"Peru",2004,2006,2006.02191780822,2006.74520547945,"2004-2006 DHS","DHS",0,"pe51a",0.084926658,0.100267501,0.057204622,0.080052494,0.128736384
2516,0,"20-24",NA,NA,NA,NA,23.2073429608194,17.9917763140125,5.21556664680686,3.89204035501015,NA,NA,NA,"UW","0",NA,NA,0,604,"Peru",2010,2010,2010.16164383562,2010.99726027397,"2010 DHS","DHS",0,"pe61",0.090841194,0.143244988,0.153063364,0.081965743,0.161235158
