"rec_ID","Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","In.union","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet"
"0_5584_2014_NA","15-19",5584,NA,NA,NA,NA,16.57123355,16.57123355,0,4.76502045,NA,NA,NA,"UW","0",NA,NA,1,748,"Eswatini",2014,2014,2014.49589041096,2014.8301369863,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5585_2014_NA","15-19",5585,NA,NA,NA,NA,5.656815563,5.454915596,0.201899967,4.144627508,NA,NA,NA,"UW","0",NA,NA,1,716,"Zimbabwe",2014,2014,2014.12328767123,2014.28493150685,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5602_2013_NA","15-19",5602,NA,NA,NA,NA,3.70887767,2.836846804,0.608840758,12.08767078,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2013,2013,2013.49589041096,2013.91232876712,"2013 PMA-R1","PMA",0,0,0.274516737,0.990536535,0.218295141,0.00534904,0.006253034,0.012702083
"0_5612_2013_NA","15-19",5612,NA,NA,NA,NA,11.2396225388615,4.89795775281292,6.34166478604863,10.1905278956321,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2013,2014,2013.58082191781,2014.15890410959,"2013-2014 DHS","DHS",0,0,0.123156155,0.143533246,0.099673055,0.003634885,0.004684309,0.00427903
"0_5613_2013_NA","15-19",5613,NA,NA,NA,NA,0.980928335832437,0.399223537792598,0.581704798039838,1.18250285615648,NA,NA,NA,"UW","0",NA,NA,0,608,"Philippines",2013,2013,2013.58082191781,2013.74520547945,"2013 DHS","DHS",0,0,0.300386545,0.278600034,0.176583234,0.00093,0.000925,0.001494897
"0_5616_2013_NA","15-19",5616,NA,NA,NA,NA,23.7379224510123,23.6718721984871,0.0660502525251648,7.70030568952238,NA,NA,NA,"UW","0",NA,NA,0,516,"Namibia",2013,2013,2013.32876712329,2013.74520547945,"2013 DHS","DHS",0,0,0.069483512,0.725471191,0.109022142,0.006266455,0.000115,0.003087616
"0_5636_2017_NA","15-19",5636,NA,NA,NA,NA,5.72493212252325,4.00523520711847,1.71969691540476,10.5732062671412,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2017,2018,2017.78630136986,2018.03835616438,"2017-2018 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5637_2014_NA","15-19",5637,NA,NA,NA,NA,33.28407113,30.88516861,2.398902519,15.82290113,NA,NA,NA,"UW","0",NA,NA,1,624,"Guinea-Bissau",2014,2014,2014.16164383562,2014.57808219178,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5641_2014_NA","15-19",5641,NA,NA,NA,NA,32.38559582,18.19534588,14.19024994,5.204886161,NA,NA,NA,"UW","0",NA,NA,1,120,"Cameroon",2014,2014,2014,2014,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5642_2014_NA","15-19",5642,NA,NA,NA,NA,20.75810146,15.54037982,5.21772164,12.5776976202666,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5644_2014_NA","15-19",5644,NA,NA,NA,NA,13.79951043,12.374424,1.425086431,10.72818566,NA,NA,NA,"UW","0",NA,NA,1,678,"Sao Tome and Principe",2014,2014,2014,2014,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5659_2013_NA","15-19",5659,NA,NA,NA,NA,5.11615071622523,5.05415583583935,0.0619948803858825,10.7311620064757,NA,NA,NA,"UW","0",NA,NA,0,894,"Zambia",2013,2014,2013.58082191781,2014.32602739726,"2013-2014 DHS","DHS",0,0,0.115370868,0.871554036,0.069170361,0.001627833,7.28e-05,0.003407902
"0_5665_2014_NA","15-19",5665,NA,NA,NA,NA,8.24021293,5.808130549,2.432082381,15.47931301,NA,NA,NA,"UW","0",NA,NA,1,204,"Benin",2014,2014,2014.32876712329,2014.32876712329,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5666_2015_NA","15-19",5666,NA,NA,NA,NA,1.331178947,1.331178947,0,0.092438915,NA,NA,NA,"UW","0",NA,NA,0,398,"Kazakhstan",2015,2015,2015.70410958904,2015.87123287671,"2015 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5672_2014_NA","15-19",5672,NA,NA,NA,NA,0.020851849,0.020851849,0,0,NA,NA,NA,"UW","0",NA,NA,1,524,"Nepal",2014,2014,2014.08493150685,2014.49315068493,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5673_2014_NA","15-19",5673,NA,NA,NA,NA,52.66591547,52.17791339,0.488002087,3.950967675,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2014,2014,2014.08493150685,2014.7397260274,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5674_2014_NA","15-19",5674,NA,NA,NA,NA,13.23943965,12.88811308,0.351326573,7.617012222,NA,NA,NA,"UW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5675_2014_NA","15-19",5675,NA,NA,NA,NA,3.813712915,2.400128631,1.413584284,3.913668131,NA,NA,NA,"UW","0",NA,NA,1,328,"Guyana",2014,2014,2014,2014,"2014 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5677_2015_NA","15-19",5677,NA,NA,NA,NA,5.623055521,5.464426263,0.158629258,7.967983183,NA,NA,NA,"UW","0",NA,NA,0,466,"Mali",2015,2015,2015.54794520548,2015.80273972603,"2015 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5710_2013_NA","15-19",5710,NA,NA,NA,NA,14.6123681700073,13.5609046480647,1.05146352194261,5.62863448792219,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",2013,2013,2013.49589041096,2013.8301369863,"2013 DHS","DHS",0,0,0.105135373,0.356492241,0.159987812,0.005192144,0.001367186,0.002541935
"0_5721_2014_NA","15-19",5721,NA,NA,NA,NA,3.36451554,3.36451554,0,10.59095306,NA,NA,NA,"UW","0",NA,NA,1,404,"Kenya",2014,2014,2014.49589041096,2014.55616438356,"2014 PMA-R1","PMA",0,0,0.231630108,NA,0.189838155,0.004626759,0,0.008866942
"0_5722_2015_NA","15-19",5722,NA,NA,NA,NA,7.982885997,7.518965229,0.289689365,9.45706311,NA,NA,NA,"UW","0",NA,NA,0,800,"Uganda",2015,2015,2015.58082191781,2015.74520547945,"2015 PMA-R3","PMA",0,0,0.203579454,0.609835633,0.180416721,0.007923315,0.000609,0.0108711
"0_5761_2015_NA","15-19",5761,NA,NA,NA,NA,4.519741659,3.28968295,1.230058709,5.856942257,NA,NA,NA,"UW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5762_2018_NA","15-19",5762,NA,NA,NA,NA,19.3738291434724,18.6722658530374,0.701563290434954,5.3123146358661,NA,NA,NA,"UW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_5764_2014_NA","15-19",5764,NA,NA,NA,NA,5.789001017,4.523483162,1.127951651,5.863978591,NA,NA,NA,"UW","0",NA,NA,0,854,"Burkina Faso",2014,2014,2014.66575342466,2014.8301369863,"2015 PMA-R2","PMA",0,0,0.257511835,0.621244264,0.383766543,0.009621547,0.006585398,0.020059591
"0_5765_2014_NA","15-19",5765,NA,NA,NA,NA,1.463001709,1.150209367,0,1.778050856,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2014,2014,2014.74794520548,2014.99726027397,"2014 PMA-R2","PMA",0,0,0.295686483,NA,0.462262902,0.002329045,0,0.001313339
"0_5766_2014_NA","15-19",5766,NA,NA,NA,NA,4.368567147,3.519983432,0.145187229,10.63366891,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2014,2014,2014.08493150685,2014.41095890411,"2014 PMA-R2","PMA",0,0,0.223537487,1.002422679,0.195663465,0.005456081,0.000824,0.013238834
"0_5767_2014_NA","15-19",5767,NA,NA,NA,NA,7.755496668,6.157179775,1.598316893,9.309963226,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2014,2014,2014.66575342466,2014.99726027397,"2014 PMA-R3","PMA",0,0,0.255105909,0.284651153,0.191390702,0.010415864,0.00338237,0.010046138
"0_5768_2015_NA","15-19",5768,NA,NA,NA,NA,10.16425901,9.408819544,0.320364461,17.87215354,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",2015,2015,2015.41369863014,2015.57808219178,"2015 PMA-R3","PMA",0,0,0.177858618,0.59766001,0.248008188,0.006444799,0.001737677,0.018645578
"0_5769_2014_NA","15-19",5769,NA,NA,NA,NA,16.836176136193,16.3989416440938,0.437234492099193,2.88686647810541,NA,NA,NA,"UW","0",NA,NA,0,426,"Lesotho",2014,2014,2014.66575342466,2014.99726027397,"2014 DHS","DHS",0,0,0.097385764,0.492815444,0.224617385,0.004292426,0.000625,0.001668026
"0_5778_2014_NA","15-19",5778,NA,NA,NA,NA,7.9738859384576,5.60234664969256,2.37153928876504,9.01491900737905,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2014,2014,2014.66575342466,2014.99726027397,"2014 DHS","DHS",0,0,0.172195811,0.20150017,0.116348569,0.003928584,0.002820632,0.003860415
"0_5779_2014_NA","15-19",5779,NA,NA,NA,NA,1.68568681582177,1.65253005226562,0.0331567635561465,2.04820356090464,NA,NA,NA,"UW","0",NA,NA,0,686,"Senegal",2014,2014,2014,2014.8301369863,"2014 DHS","DHS",0,0,0.321917319,1.002889213,0.277162565,0.005268333,9.18e-05,0.004987344
"0_5780_2014_NA","15-19",5780,NA,NA,NA,NA,6.02455207755847,5.56463176849403,0.459920309064438,5.03311042021013,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",2014,2014,2014.32876712329,2014.8301369863,"2014 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_5788_2015_NA","15-19",5788,NA,NA,NA,NA,24.8769895979786,23.5422623117437,1.33472728623493,4.68895602900881,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,0,0.056087007,0.157379697,0.101092527,0.002373493,0.000577,0.000951
"0_5790_2014_NA","15-19",5790,NA,NA,NA,NA,2.3573894123795,1.88271465619159,0.474674756187908,2.21024297426906,NA,NA,NA,"UW","0",NA,NA,0,320,"Guatemala",2014,2015,2014.74794520548,2015.49315068493,"2014-2015 ENSMI","DHS",0,0,0.133127426,0.211927815,0.112862266,0.001951934,0.000682,0.001945155
"0_5794_2015_NA","15-19",5794,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,18.0364705882353,16.9122352941177,1.12423529411764,11.8630588235294,NA,NA,NA,"UW","0",NA,NA,1,508,"Mozambique",2015,2015,2015.32876712329,2015.8301369863,"2015 AIS","National survey",0,0,NA,NA,NA,NA,NA,NA
"0_5796_2014_NA","15-19",5796,NA,NA,NA,NA,1.21745098362997,0.996298633450357,0.221152350179614,3.43956176507552,NA,NA,NA,"UW","0",NA,NA,0,646,"Rwanda",2014,2015,2014.83287671233,2015.32602739726,"2014-2015 DHS","DHS",0,0,0.198632915,0.450863239,0.106808614,0.001667556,0.000681,0.003052643
"0_5797_2016_NA","15-19",5797,NA,NA,NA,NA,24.5520642809891,24.5092721135418,0.0427921674473637,7.50523308580106,NA,NA,NA,"UW","0",NA,NA,0,710,"South Africa",2016,2016,2016.4781420765,2016.84153005464,"2016 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_5798_2015_NA","15-19",5798,NA,NA,NA,NA,4.06427476563479,4.06427476563479,0,2.63899204545267,NA,NA,NA,"UW","0",NA,NA,0,716,"Zimbabwe",2015,2015,2015.49589041096,2015.99726027397,"2015 DHS","DHS",0,0,0.133914131,NA,0.162728051,0.002388012,0,0.001798469
"0_5805_2015_NA","15-19",5805,NA,NA,NA,NA,9.46995942292749,9.1137259327944,0.356233490133093,16.4156628218435,NA,NA,NA,"UW","0",NA,NA,0,24,"Angola",2015,2016,2015.83287671233,2016.16120218579,"2015-2016 DHS","DHS",0,0,0.11846039,0.385556023,0.082655771,0.004184231,0.000619,0.006365433
"0_5808_2016_NA","15-19",5808,NA,NA,NA,NA,2.37692423882799,2.29858319454499,0.0783410442829977,1.40266580613701,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2016,2016,2016,2016.49453551913,"2016 DHS","DHS",0,0,0.173548282,0.752980938,0.272573485,0.001768897,9.64e-05,0.000879
"0_5825_2016_NA","15-19",5825,NA,NA,NA,NA,7.60755089306099,6.91581745473855,0.691733438322439,9.43488844614401,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",2016,2017,2016.83333333333,2017.32602739726,"2016-2017 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_5919_2010_NA","15-19",5919,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,0.316288877174486,0.316288877174486,0,0.1,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.03561643836,2010.51232876712,"2010 PHS","National survey",0,0,NA,NA,NA,NA,NA,NA
"0_5952_2015_NA","15-19",5952,NA,NA,NA,NA,8.45947835137254,8.33743102456291,0.122047326809633,7.31081926855786,NA,NA,NA,"UW","0",NA,NA,0,454,"Malawi",2015,2016,2015.74794520548,2016.16120218579,"2015-2016 DHS","DHS",0,0,0.079449943,0.833107122,0.072227638,0.001556239,0.000196,0.001317216
"0_5953_2016_NA","15-19",5953,NA,NA,NA,NA,0.0297517230475092,0.0297517230475092,0,1.71608080058393,NA,NA,NA,"UW","0",NA,NA,0,462,"Maldives",2016,2017,2016.49726775956,2017.90410958904,"2016-2017 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_5955_2015_NA","15-19",5955,NA,NA,NA,NA,1.48474168219132,1.39955443328938,0.0851872489019377,1.34804970310134,NA,NA,NA,"UW","0",NA,NA,0,686,"Senegal",2015,2015,2015,2015.8301369863,"2015 DHS","DHS",0,0,0.285029991,0.706271774,0.249252575,0.003903763,0.000598,0.003148605
"0_5957_2015_NA","15-19",5957,NA,NA,NA,NA,9.06049825176824,7.17114614363553,1.88935210813271,7.13203034638367,NA,NA,NA,"UW","0",NA,NA,0,834,"United Republic of Tanzania",2015,2016,2015.58082191781,2016.16120218579,"2015-2016 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_5993_2014_NA","15-19",5993,NA,NA,NA,NA,1.586733296,1.586733296,0,5.537577007,NA,NA,NA,"UW","0",NA,NA,1,854,"Burkina Faso",2014,2014,2014.49589041096,2014.99726027397,"2014 PMA-R1","PMA",0,0,0.520326091,NA,0.339295179,0.007980099,0,0.015279649
"0_5994_2015_NA","15-19",5994,NA,NA,NA,NA,0.006617622,0.006617622,0,0.853969235,NA,NA,NA,"UW","0",NA,NA,0,360,"Indonesia",2015,2015,2015.49589041096,2015.66301369863,"2015 PMA-R1","PMA",0,0,0.75636045,NA,0.757318639,4.33e-06,0,0.00324301
"0_5995_2015_NA","15-19",5995,NA,NA,NA,NA,9.642949495,6.145155705,2.483816546,15.02839381,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2015,2015,2015.32876712329,2015.49315068493,"2015 PMA-R4","PMA",0,0,0.165853254,0.283120904,0.16946346,0.009252181,0.006604771,0.017924697
"0_5996_2014_NA","15-19",5996,NA,NA,NA,NA,4.736957915,3.793310945,0.083180679,7.553887014,NA,NA,NA,"UW","0",NA,NA,1,404,"Kenya",2014,2014,2014.83287671233,2014.99726027397,"2014 PMA-R2","PMA",0,0,0.245604435,1.007535996,0.175520307,0.007123737,0.000238,0.007683098
"0_5997_2014_NA","15-19",5997,NA,NA,NA,NA,4.517018674,4.359376086,0.157642588,9.686658595,NA,NA,NA,"UW","0",NA,NA,1,800,"Uganda",2014,2014,2014.49589041096,2014.48767123288,"2014 PMA-R1","PMA",0,0,0.250703634,0.989224551,0.19981385,0.005684961,0.000491,0.006470883
"0_5998_2015_NA","15-19",5998,NA,NA,NA,NA,7.884112873,7.40786525,0.476247623,5.322715651,NA,NA,NA,"UW","0",NA,NA,1,800,"Uganda",2015,2015,2015,2015.15890410959,"2015 PMA-R2","PMA",0,0,0.197153112,0.60439991,0.231438196,0.006920137,0.001085613,0.005882908
"0_6001_2015_NA","15-19",6001,NA,NA,NA,NA,2.597017565,2.537930413,0,1.058316633,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2015,2015,2015.24657534247,2015.41095890411,"2015 PMA-R3","PMA",0,0,0.214232717,NA,0.327705759,0.002654244,0,0.001079365
"0_6014_2014_NA","15-19",6014,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,0.102145045965271,0.102145045965271,0,0.8,NA,NA,NA,"UW","0",NA,NA,0,882,"Samoa",2014,2014,2014.49589041096,2014.58082191781,"2014 DHS","National survey",0,0,NA,NA,NA,NA,NA,NA
"0_6037_2015_NA","15-19",6037,NA,NA,NA,NA,8.023561035,6.118084072,0.490492734,8.108811819,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",2015,2015,2015.83287671233,2015.99726027397,"2015 PMA-R4","PMA",0,0,0.191617787,0.47046267,0.152187802,0.009612332,0.001069865,0.008192932
"0_6055_2017_NA","15-19",6055,NA,NA,NA,NA,6.76985908249683,5.5322733036992,1.23758577879763,10.7503773076479,NA,NA,NA,"UW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_6056_2016_NA","15-19",6056,NA,NA,NA,NA,1.67673142228103,1.37378041217221,0.302951010108819,1.70212843892395,NA,NA,NA,"UW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_6084_2015_NA","15-19",6084,NA,NA,NA,NA,0,0,0,0.0253611135723655,NA,NA,NA,"UW","0",NA,NA,0,104,"Myanmar",2015,2016,2015.91506849315,2016.57923497268,"2015-2016 DHS","DHS",0,0,NA,NA,1.000674758,0,0,8.51e-05
"0_6097_2016_NA","15-19",6097,NA,NA,NA,NA,0,0,0,0.126286603270122,NA,NA,NA,"UW","0",NA,NA,0,626,"Timor-Leste",2016,2016,2016.70765027322,2016.97267759563,"2016 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_6099_2016_NA","15-19",6099,NA,NA,NA,NA,7.07112076567004,6.57025232325343,0.500868442416607,6.49255647511689,NA,NA,NA,"UW","0",NA,NA,0,800,"Uganda",2016,2016,2016.41530054645,2016.91256830601,"2016 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_6107_2016_NA","15-19",6107,NA,NA,NA,NA,7.369592822,6.675698029,0.693894793,8.388714491,NA,NA,NA,"UW","0",NA,NA,0,854,"Burkina Faso",2016,2016,2016.16393442623,2016.41256830601,"2016 PMA-R3","PMA",0,0,0.245062927,0.629500389,0.218398248,0.008371345,0.004248763,0.009439838
"0_6114_2016_NA","15-19",6114,NA,NA,NA,NA,10.90682782,10.33526819,0.373140656,8.583952765,NA,NA,NA,"UW","0",NA,NA,0,800,"Uganda",2016,2016,2016.24863387978,2016.41256830601,"2016 PMA-R4","PMA",0,0,0.220853939,0.63208714,0.196824147,0.020335572,0.002334206,0.015050266
"0_6115_2016_NA","15-19",6115,NA,NA,NA,NA,2.864047616,2.634487902,0.016281808,1.304661666,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2016,2016,2016.16393442623,2016.32786885246,"2016 PMA-R4","PMA",0,0,0.232740299,1.000921115,0.317786726,0.004942517,3.23e-05,0.001857744
"0_6116_2016_NA","15-19",6116,NA,NA,NA,NA,0.12588921,0.12588921,0,0.517724761,NA,NA,NA,"UW","0",NA,NA,1,562,"Niger",2016,2016,2016.14207650273,2016.32513661202,"2016 PMA-R1","PMA",0,0,1.006165259,NA,0.586751319,0.000264,0,0.001128257
"0_645_2007_NA","15-19",645,NA,NA,NA,NA,5.76160225519556,5.48640549737524,0.275196757820322,9.76459153930623,NA,NA,NA,"UW","0",NA,NA,0,894,"Zambia",2007,2007,2007.24657534247,2007.8301369863,"2007 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_647_2006_NA","15-19",647,NA,NA,NA,NA,12.356473874686,10.7279022047476,1.62857166993838,26.723272371709,NA,NA,NA,"UW","0",NA,NA,0,430,"Liberia",2006,2007,2006.91506849315,2007.32602739726,"2007 DHS","DHS",0,0,0.139942396,0.280805777,0.078204225,0.013237357,0.004418397,0.014982401
"0_694_2006_NA","15-19",694,NA,NA,NA,NA,12.3407922137844,5.89551095621274,6.4452812575717,5.78532951030394,NA,NA,NA,"UW","0",NA,NA,0,204,"Benin",2006,2006,2006.58082191781,2006.91232876712,"2006 DHS","DHS",0,0,0.093649029,0.094151435,0.093259446,0.00210288,0.002651873,0.002447176
"0_7339_2015_NA","15-19",7339,NA,NA,NA,NA,6.298420511,6.157774931,0.140645581,7.607037368,NA,NA,NA,"UW","0",NA,NA,1,484,"Mexico",2015,2015,2015.70410958904,2015.95342465753,"2015 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_7348_2017_NA","15-19",7348,NA,NA,NA,NA,1.053091369,1.036470696,0.016620673,2.579720839,NA,NA,NA,"UW","0",NA,NA,1,418,"Lao People's Dem. Republic",2017,2017,2017.49589041096,2017.74520547945,"2017 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_7360_2016_NA","15-19",7360,NA,NA,NA,NA,7.878256279,6.094385035,1.783871244,13.1197121,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2016,2016,2016.58196721311,2016.91256830601,"2016 PMA-R5","PMA",0,0,0.212100023,0.355352922,0.207635642,0.007023235,0.003762515,0.016849232
"0_7363_2017_NA","15-19",7363,NA,NA,NA,NA,0.153444328347168,0.0923600480685271,0.0610842802786408,0.156912267360391,NA,NA,NA,"UW","0",NA,NA,0,360,"Indonesia",2017,2017,2017.49589041096,2017.74520547945,"2017 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_7368_2016_NA","15-19",7368,NA,NA,NA,NA,1.74429364684536,1.33715798293135,0.407135663914003,3.05194814682987,NA,NA,NA,"UW","0",NA,NA,0,598,"Papua New Guinea",2016,2018,2016.91530054645,2018.95068493151,"2016-2018 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_7369_2017_NA","15-19",7369,NA,NA,NA,NA,0.554895119710338,0.369533173176688,0.18536194653365,0.694030838298202,NA,NA,NA,"UW","0",NA,NA,0,608,"Philippines",2017,2017,2017.58082191781,2017.8301369863,"2017 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_7370_2016_NA","15-19",7370,NA,NA,NA,NA,0.701790153286494,0.701790153286494,0,0.533801392320371,NA,NA,NA,"UW","0",NA,NA,0,686,"Senegal",2016,2016,2016,2016.8306010929,"2016 DHS","DHS",0,0,0.246368518,NA,0.326433918,0.001192477,0,0.001259884
"0_7474_2017_NA","15-19",7474,NA,NA,NA,NA,1.44140904735904,0.166914110154599,1.27449493720445,0.553320538997488,NA,NA,NA,"UW","0",NA,NA,0,8,"Albania",2017,2018,2017.69315068493,2018.13698630137,"2017-2018 DHS","DHS",0,0,NA,NA,NA,NA,NA,NA
"0_7479_2016_NA","15-19",7479,NA,NA,NA,NA,0.160026844,0.160026844,0,0,NA,NA,NA,"UW","0",NA,NA,0,360,"Indonesia",2016,2017,2016.74863387978,2017.08219178082,"2016-2017 PMA-R2","PMA",0,0,NA,NA,NA,NA,NA,NA
"0_7480_2017_NA","15-19",7480,NA,NA,NA,NA,2.869170797,2.820470135,0.013905532,2.231696678,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2017,2017,2017.24657534247,2017.40821917808,"2017 PMA-R5","PMA",0,0,NA,NA,NA,NA,NA,NA
"0_7481_2017_NA","15-19",7481,NA,NA,NA,NA,10.46620307,9.126022646,1.166081873,8.414956865,NA,NA,NA,"UW","0",NA,NA,0,800,"Uganda",2017,2017,2017.24657534247,2017.41095890411,"2017 PMA-R5","PMA",0,0,NA,NA,NA,NA,NA,NA
"0_7482_2017_Sampling design might not be representative for the whole country.","15-19",7482,NA,NA,"Sampling design might not be representative for the whole country.",NA,6.634210456,5.137196747,1.21706448,6.564981085,"Sampling design might not be representative for the whole country.",NA,NA,"UW","0",NA,NA,0,566,"Nigeria",2017,2017,2017.24657534247,2017.40821917808,"2017 PMA-R2","PMA",0,0,NA,NA,NA,NA,NA,NA
"0_7483_2016_NA","15-19",7483,NA,NA,NA,NA,7.268749829,6.982321881,0.286427948,12.17648203,NA,NA,NA,"UW","0",NA,NA,0,854,"Burkina Faso",2016,2017,2016.83333333333,2017.08219178082,"2016-2017 PMA-R4","PMA",0,0,0.213886659,0.754871606,0.194521617,0.011345716,0.002013137,0.017335432
"0_7484_2016_NA","15-19",7484,NA,NA,NA,NA,7.704067768,6.482714933,0.704562231,8.756879082,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",2016,2016,2016.83333333333,2016.99726775956,"2016 PMA-R5","PMA",0,0,0.197421416,0.423351202,0.14109501,0.010850044,0.002001334,0.009916782
"0_7496_2016_NA","15-19",7496,NA,NA,NA,NA,16.9364768,16.66184008,0.274636712,8.981919878,NA,NA,NA,"UW","0",NA,NA,1,600,"Paraguay",2016,2016,2016.41530054645,2016.70765027322,"2016 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_7497_2017_NA","15-19",7497,NA,NA,NA,NA,8.406746798,5.046420241,2.946067409,10.16142344,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2017,2017,2017.66575342466,2017.91232876712,"2017 PMA-R6","PMA",0,0,NA,NA,NA,NA,NA,NA
"0_7500_2019_NA","15-19",7500,NA,NA,NA,NA,6.14764813373406,4.85203810320251,1.29561003053157,13.9514258739153,NA,NA,NA,"UW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_7502_2017_NA","15-19",7502,NA,NA,NA,NA,10.6447175682417,9.71337335494337,0.931344213298284,13.2637905433081,NA,NA,NA,"UW","0",NA,NA,1,768,"Togo",2017,2017,2017.49589041096,2017.8301369863,"2017 MICS","MICS",0,0,NA,NA,NA,NA,NA,NA
"0_7514_2017_NA","15-19",7514,NA,NA,NA,NA,0.626717737,0.626717737,0,1.728276596,NA,NA,NA,"UW","0",NA,NA,0,562,"Niger",2017,2017,2017.32876712329,2017.74520547945,"2017 PMA-R2","PMA",0,0,NA,NA,NA,NA,NA,NA
