In.union,Country,ISO.code,Age..range,Catalog.ID,Source.name,Data.series.type,Note.on.data,Note.on.methods,Note.on.country,Note.on.population,Contraceptive.use.ANY,Contraceptive.use.MODERN,Contraceptive.use.TRADITIONAL,Unmet,GEO.biases..unknown.direction.,Non.pregnant.and.other.positive.biases,Negative.bias,Population.type,age.cat.bias,Modern.method.bias,Folk.method.positive.bias,Absence.of.probing.questions.bias...1,Start.year,End.year,EXCLUDE1isyes,Start.year_Year,End.year_Year,X.NA.,SE.logR.modern.nouse,SE.logR.trad.nouse,SE.logR.unmet.noneed,SE.modern,SE.trad,SE.unmet
0,Sao Tome and Pincipe,678,15-19,2556,Sao Tome and Principe 2008-2009 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,10.78848159,10.68800189,0.100479706,6.275969807,NA,NA,NA,UW,0,NA,NA,0,2008.668457,2009.082153,0,NA,NA,NA,0.184684786,1.012529866,0.276751541,0.017627993,0.001016241,0.016443868
0,Senegal,686,15-19,1794,Senegal 1986 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.943462898,0.706713781,1.236749117,NA,NA,NA,NA,UW,0,NA,NA,0,1986.246582,1986.578125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Serbia,688,15-19,2557,Serbia 2005-2006 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,15.05310359,14.51761314,0.535490452,NA,NA,NA,NA,UW,0,NA,NA,1,2005.747925,2006.082153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Sierra Leone,694,15-19,1936,Sierra Leone 2000 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,3.507260201,3.507260201,0,NA,NA,NA,NA,UW,0,NA,NA,1,2000.249268,2000.3479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Viet Nam,704,15-19,5043,Viet Nam 2011 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,0.336356556,0.218409403,0.117947152,NA,NA,NA,NA,UW,0,NA,NA,1,2010.909546,2011.068481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,South Africa,710,15-19,1721,South Africa 1998 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,28.45914931,27.87629716,0.582852157,7.447501935,NA,NA,NA,UW,0,NA,NA,0,1998,1998.745239,0,NA,NA,NA,0.061860269,0.320026441,0.096807748,0.007882762,0.00099194,0.003696686
0,Zimbabwe,716,15-19,1697,Zimbabwe 1988 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,3.804994055,2.615933413,1.189060642,NA,NA,NA,NA,UW,0,NA,NA,0,1988.706909,1989.082153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Spain,724,18-19,2756,Spain 1985 Fertility Survey,National survey,NA,NA,NA,NA,6.272665989,4.20484553,2.067820278,NA,NA,NA,NA,UW,+,NA,NA,0,1985,1986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Suriname,740,15-19,1945,Suriname 2000 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,5.500776667,5.070232768,0.430543899,NA,NA,NA,NA,UW,0,NA,NA,1,1999.832886,2000.328735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Swaziland,748,15-19,1695,Swaziland 2006-2007 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,13.29051992,13.29051992,0,8.142876526,NA,NA,NA,UW,0,NA,NA,0,2006.49585,2007.158936,0,NA,NA,NA,0.10013068,NA,0.121534199,0.011539201,0,0.008945559
0,Tajikistan,762,15-19,724,Tajikistan 2005 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,0.090287794,0.041501236,0.048786558,NA,NA,NA,NA,UW,0,NA,NA,1,2005.665771,2005.830078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Thailand,764,15-19,175,Thailand 2005-2006 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,0.191497296,0.191497296,0,NA,NA,NA,NA,UW,0,NA,NA,1,2005.915039,2006.158936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Togo,768,15-19,1946,Togo 1988 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,23.30827068,3.383458647,19.92481203,NA,NA,NA,NA,UW,0,NA,NA,0,1988.473999,1988.832886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Trinidad and Tobago,780,15-19,1741,Trinidad and Tobago 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.286764706,0.735294118,0.551470588,NA,NA,NA,NA,UW,0,NA,NA,0,1987.36438,1987.662964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Turkey,792,15-19,5557,Turkey 2013 Demographic and Health Survey,DHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0,0,0,NA,NA,NA,NA,UW,0,NA,NA,0,2013,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Turkmenistan,795,15-19,1793,Turkmenistan 2000 Demographic and Health Survey,DHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.102749832,0.09804179,0.004708042,NA,NA,NA,NA,UW,0,NA,NA,0,2000.498657,2000.832886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Uganda,800,15-19,1804,Uganda 1988 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,3.058105987,1.246843379,1.811262608,NA,NA,NA,NA,UW,0,NA,NA,0,1988.668457,1989.158936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Ukraine,804,15-19,1904,Ukraine 2005 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,10.54965765,10.53125822,0.018399424,NA,NA,NA,NA,UW,0,NA,NA,1,2005.835571,2005.986328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,TFYR Macedonia,807,15-19,5035,The former Yugoslav Republic of Macedonia 2011 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,10.29317235,9.294716131,0.998456216,NA,NA,NA,NA,UW,0,NA,NA,1,2011.246582,2011.082153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,United Republic of Tanzania,834,15-19,1678,United Republic of Tanzania 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,2.791492016,0.756385804,2.035106213,3.746298043,NA,NA,NA,UW,0,NA,NA,0,1991.772583,1992.246582,0,NA,NA,NA,0.322457813,0.221350232,0.179318532,0.00181576,0.003794614,0.005573338
0,United States of America,840,15-19,7419,United States of America 2013-2015 National Survey of Family Growth,National survey,NA,NA,NA,NA,31.51739514,30.94148454,0.575910603,NA,NA,NA,NA,UW,0,NA,NA,0,2013,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Burkina Faso,854,15-19,1776,Burkina Faso 1992-1993 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,4.221629037,1.524832759,2.696796279,1.701549599,NA,NA,NA,UW,0,NA,NA,0,1992.917847,1993.243896,0,NA,NA,NA,0.292805956,0.229803311,0.333058086,0.003779865,0.005754079,0.005516353
0,Uzbekistan,860,15-19,1809,Uzbekistan 2002 Health Examination Survey (DHS Special),DHS,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,0,0,0,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,2002.665771,2002.997314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Venezuela (Bolivarian Republic of),862,15-19,738,Venezuela (Bolivarian Republic of) 1998 Encuesta Nacional de Poblacion y Familia,National survey,NA,NA,NA,NA,4.5116786,3.020263311,1.491415288,NA,NA,NA,NA,UW,0,NA,NA,0,1998,1999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Samoa,882,15-19,3358,Samoa 2009 Demographic and Health Survey,DHS,NA,Traditional methods include folk methods.,NA,NA,0.468522073,0.253550864,0.214971209,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,2009.580811,2009.745239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Zambia,894,15-19,1947,Zambia 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.612754798,0.748813222,0.863941576,5.05931331,NA,NA,NA,UW,0,NA,NA,0,1992,1992.413696,0,NA,NA,NA,0.312796559,0.277333091,0.142155903,0.002094555,0.002142827,0.005688479
1,Afghanistan,4,Dec-19,2893,NA,MICS,Figures by method do not add up to the total.,NA,"Data pertain to Nangarhar, Konar and Laghman, Ghazni, Paktika and Paktya, Logar and Wardak provinces.",NA,2.5,0.6,1.2,NA,"Data pertain to Nangarhar, Konar and Laghman, Ghazni, Paktika and Paktya, Logar and Wardak provinces.",NA,NA,MW,?,NA,NA,1,2000.416382,2000.832886,0,2000,2000,NA,NA,NA,NA,NA,NA,NA
1,Algeria,12,15-19,693,NA,National survey,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,1986,1988,0,1986,1987,NA,NA,NA,NA,NA,NA,NA
1,Antigua and Barbuda,28,15-19,2707,NA,CPS,NA,NA,NA,Data pertain to women exposed to the risk of pregnancy.,19.4,NA,NA,NA,NA,+,NA,MW,0,NA,NA,0,1981,1982,0,1981,1981,NA,NA,NA,NA,NA,NA,NA
1,Azerbaijan,31,15-19,1912,Azerbaijan 2000 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,16.10169492,4.237288136,11.86440678,NA,NA,NA,NA,MW,0,NA,NA,1,2000.583618,2000.660278,0,2000,2000,NA,NA,NA,NA,NA,NA,NA
1,Bahamas,44,15-19,2777,NA,CCPS,NA,NA,NA,Data pertain to fecund women.,40.7,38.9906,1.7094,NA,NA,NA,NA,MW,0,NA,NA,0,1988,1989,0,1988,1988,NA,NA,NA,NA,NA,NA,NA
1,Bahrain,48,15-19,145,NA,GCHS,NA,NA,Data pertain to nationals of the country.,NA,29.6,14.1,15.5,NA,Data pertain to nationals of the country.,NA,NA,MW,0,NA,NA,0,1989,1990,0,1989,1989,NA,NA,NA,NA,NA,NA,NA
1,Bangladesh,50,15-19,749,NA,WFS,NA,NA,NA,NA,4,2,2,NA,NA,NA,NA,MW,0,NA,NA,0,1975,1977,0,1975,1976,NA,NA,NA,NA,NA,NA,NA
1,Canada,124,15-19,2854,NA,FFS,NA,NA,NA,NA,62.7,62.7,0,NA,NA,NA,NA,MW,0,NA,NA,0,1995,1995.997314,0,1995,1995,NA,NA,NA,NA,NA,NA,NA
1,Sri Lanka,144,15-19,5174,NA,National survey,NA,NA,Excluding the Northern and Eastern Province.,NA,12.6,NA,NA,NA,Excluding the Northern and Eastern Province.,NA,NA,MW,0,NA,NA,0,1981,1983,0,1981,1982,NA,NA,NA,NA,NA,NA,NA
1,China,156,15-19,2912,NA,National survey,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,2001,2002,0,2001,2001,NA,NA,NA,NA,NA,NA,NA
1,Cook Islands,184,15-19,2865,NA,National survey,NA,NA,NA,NA,55,55,0,9.1,NA,NA,NA,MW,0,NA,NA,0,1996,1997,0,1996,1996,NA,NA,NA,NA,NA,NA,NA
1,Dominica,212,15-19,2714,NA,CPS,NA,NA,NA,Data pertain to women exposed to the risk of pregnancy.,39.5,NA,NA,NA,NA,+,NA,MW,0,NA,NA,0,1981,1983,0,1981,1982,NA,NA,NA,NA,NA,NA,NA
1,Fiji,242,15-19,3088,NA,WFS,NA,NA,NA,NA,21,17,4,NA,NA,NA,NA,MW,0,NA,NA,0,1974,1975,0,1974,1974,NA,NA,NA,NA,NA,NA,NA
1,Djibouti,262,15-19,1922,Djibouti 2006 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,16.28234126,16.28234126,0,NA,NA,NA,NA,MW,0,NA,NA,1,2006.473999,2006.641113,0,2006,2006,NA,0.085178364,0.490723567,NA,0.012406649,0.000710599,0
1,Georgia,268,15-19,107,NA,RHS,NA,NA,NA,NA,15.3,10,5.3,NA,NA,NA,NA,MW,0,NA,NA,0,1999.832886,2000.246582,0,1999,2000,NA,NA,NA,NA,NA,NA,NA
1,State of Palestine,275,15-19,813,NA,National survey,NA,NA,NA,NA,16.1,8.1,8,NA,NA,NA,NA,MW,0,NA,NA,0,2000,2001,0,2000,2000,NA,NA,NA,NA,NA,NA,NA
1,Grenada,308,15-19,2751,NA,CCPS,NA,NA,NA,NA,17.2,16.856,0.344,NA,NA,NA,NA,MW,0,NA,NA,0,1985,1986,0,1985,1985,NA,NA,NA,NA,NA,NA,NA
1,Hungary,348,15-19,3129,NA,National survey,NA,NA,NA,NA,52.9,44.4,8.5,NA,NA,NA,NA,MW,0,NA,NA,0,1977.328735,1977.493164,0,1977,1977,NA,NA,NA,NA,NA,NA,NA
1,Iran (Islamic Republic of),364,15-19,696,NA,National survey,NA,NA,NA,NA,37.4,24.8,12.6,NA,NA,NA,NA,MW,0,NA,NA,0,2000.750732,2000.750732,0,2000,2000,NA,NA,NA,NA,NA,NA,NA
1,Iraq,368,15-19,4439,Iraq 2000 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,16.50502206,12.58920601,3.915816054,NA,NA,NA,NA,MW,0,NA,NA,1,2000.668457,2000.736938,0,2000,2000,NA,NA,NA,NA,NA,NA,NA
1,Jordan,400,15-19,29,NA,WFS,NA,NA,Excluding the West Bank.,NA,9,7,2,NA,Excluding the West Bank.,NA,NA,MW,0,NA,NA,0,1976,1977,0,1976,1976,NA,NA,NA,NA,NA,NA,NA
1,Republic of Korea,410,15-19,124,NA,National survey,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,MW,0,NA,NA,0,1971,1972,0,1971,1971,NA,NA,NA,NA,NA,NA,NA
1,Kuwait,414,15-19,185,NA,GCHS,NA,NA,Data pertain to nationals of the country.,NA,8.2,7.6,0.6,NA,Data pertain to nationals of the country.,NA,NA,MW,0,NA,NA,0,1987,1988,0,1987,1987,NA,NA,NA,NA,NA,NA,NA
1,Lebanon,422,15-19,711,NA,PAPCHILD,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,1996,1996.246582,0,1996,1996,NA,NA,NA,NA,NA,NA,NA
1,Latvia,428,18-19,2856,NA,FFS,NA,NA,NA,NA,50.05834306,43.40723454,6.651108518,NA,NA,NA,NA,MW,+,NA,NA,0,1995.665771,1995.830078,0,1995,1995,NA,NA,NA,NA,NA,NA,NA
1,Libya,434,15-19,757,NA,PAPCHILD,NA,NA,NA,NA,16.7,0,16.7,NA,NA,NA,NA,MW,0,NA,NA,0,1995,1996,0,1995,1995,NA,NA,NA,NA,NA,NA,NA
1,Malaysia,458,15-19,16,NA,WFS,Figures by method do not add up to the total.,NA,Data pertain to Peninsular Malaysia.,NA,15.3,12,3,NA,Data pertain to Peninsular Malaysia.,NA,NA,MW,0,NA,NA,0,1974,1975,0,1974,1974,NA,NA,NA,NA,NA,NA,NA
1,Maldives,462,15-20,2889,NA,National survey,NA,NA,NA,NA,27,18,9,NA,NA,NA,NA,MW,?,NA,NA,0,1999,2000,0,1999,1999,NA,NA,NA,NA,NA,NA,NA
1,Mauritania,478,15-19,1853,Mauritania 2000-2001 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,5.251556403,3.539836456,1.711719947,35.52937339,NA,NA,NA,MW,0,NA,NA,0,2000.583618,2001.32605,0,2000,2001,NA,0.121496025,0.143862929,0.056671019,0.006253012,0.00356095,0.011895381
1,Mauritius,480,15-19,2813,NA,CPS,NA,NA,NA,NA,48,NA,NA,6,NA,NA,NA,MW,0,NA,NA,0,1991.246582,1991.662964,0,1991,1991,NA,NA,NA,NA,NA,NA,NA
1,Morocco,504,15-19,1796,Morocco 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,17.02898551,14.49275362,2.536231884,NA,NA,NA,NA,MW,0,NA,NA,0,1987.328735,1987.578125,0,1987,1987,NA,NA,NA,NA,NA,NA,NA
1,Oman,512,15-19,19,NA,GCHS,NA,NA,Data pertain to nationals of the country.,NA,2.7,2.2,0.5,NA,Data pertain to nationals of the country.,NA,NA,MW,0,NA,NA,0,1987.832886,1989.158936,0,1988,1989,NA,NA,NA,NA,NA,NA,NA
1,Pakistan,586,15-19,129,NA,WFS,NA,NA,NA,NA,0.1,0,0,NA,NA,NA,NA,MW,0,NA,NA,0,1975.328735,1975.997314,0,1975,1975,NA,NA,NA,NA,NA,NA,NA
1,Portugal,620,15-19,3281,NA,WFS,NA,NA,Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira).,Data pertain to women exposed to the risk of pregnancy.,76.81,60.87,15.94,NA,Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira).,+,NA,MW,0,NA,NA,0,1979.747925,1980.246582,0,1979,1980,NA,NA,NA,NA,NA,NA,NA
1,Puerto Rico,630,15-19,2729,NA,National survey,NA,NA,NA,NA,40.6,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,1982,1983,0,1982,1982,NA,NA,NA,NA,NA,NA,NA
1,Qatar,634,15-19,109,NA,GCHS,NA,NA,NA,NA,11,11,0,NA,NA,NA,NA,MW,0,NA,NA,0,1987,1988,0,1987,1987,NA,NA,NA,NA,NA,NA,NA
1,Romania,642,15-19,201,NA,RHS,NA,NA,NA,NA,39.9,6.5,33.4,NA,NA,NA,NA,MW,0,NA,NA,0,1993,1994,0,1993,1993,NA,NA,NA,NA,NA,NA,NA
1,Saint Kitts and Nevis,659,15-19,2748,NA,CCPS,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,1984,1985,0,1984,1984,NA,NA,NA,NA,NA,NA,NA
1,Saint Vincent and the Grenadines,670,15-19,2721,NA,CPS,NA,NA,NA,Data pertain to women exposed to the risk of pregnancy.,33.3,NA,NA,NA,NA,+,NA,MW,0,NA,NA,0,1981,1982,0,1981,1981,NA,NA,NA,NA,NA,NA,NA
1,Saudi Arabia,682,15-19,194,NA,GFHS,NA,NA,Data pertain to nationals of the country.,NA,17,15.3,1.7,NA,Data pertain to nationals of the country.,NA,NA,MW,0,NA,NA,0,1996.668457,1997.079468,0,1996,1997,NA,NA,NA,NA,NA,NA,NA
1,Slovenia,705,15-19,2845,NA,FFS,NA,NA,NA,NA,59.37834941,37.62057878,21.75777063,NA,NA,NA,NA,MW,0,NA,NA,0,1994.915039,1995.997314,0,1994,1995,NA,NA,NA,NA,NA,NA,NA
1,Somalia,706,15-19,1897,NA,MICS,NA,NA,NA,NA,3.3,3.3,0,NA,NA,NA,NA,MW,0,NA,NA,1,1999,2000,0,1999,1999,NA,NA,NA,NA,NA,NA,NA
1,South Sudan,728,15-19,5560,Sudan (South Sudan) 2010 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,2.349136801,1.014921847,1.334214954,36.11262942,NA,NA,NA,MW,0,NA,NA,1,2010.238403,2010.493164,0,2010,2010,NA,0.11504672,0.107177309,0.042293953,0.001792329,0.00252202,0.009373829
1,Sudan,729,15-19,5212,NA,WFS,NA,NA,Data pertain to pre-secession Northern Sudan.,NA,4,3,1,NA,Data pertain to pre-secession Northern Sudan.,NA,NA,MW,0,NA,NA,0,1978,1980,0,1978,1979,NA,NA,NA,NA,NA,NA,NA
1,Syrian Arab Republic,760,15-19,663,NA,PAPCHILD,NA,NA,NA,NA,11.9,6,5.9,NA,NA,NA,NA,MW,0,NA,NA,0,1993,1994,0,1993,1993,NA,NA,NA,NA,NA,NA,NA
1,United Arab Emirates,784,15-19,12,NA,GFHS,NA,NA,Data pertain to nationals of the country.,NA,10.4,9.3,1.1,NA,Data pertain to nationals of the country.,NA,NA,MW,0,NA,NA,0,1995,1996,0,1995,1995,NA,NA,NA,NA,NA,NA,NA
1,Tunisia,788,15-19,1852,Tunisia 1988 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,11.11111111,9.523809524,1.587301587,NA,NA,NA,NA,MW,0,NA,NA,0,1988.44104,1988.797241,0,1988,1988,NA,NA,NA,NA,NA,NA,NA
1,Egypt,818,<20,692,NA,CPS,NA,NA,NA,NA,5.6,4.9,0.7,NA,NA,NA,NA,MW,?,NA,NA,0,1984,1985,0,1984,1984,NA,NA,NA,NA,NA,NA,NA
1,Uruguay,858,15-19,2766,NA,National survey,NA,NA,NA,NA,78.5,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,1986,1987,0,1986,1986,NA,NA,NA,NA,NA,NA,NA
1,Yemen,887,15-19,1703,Yemen 1991-1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,5.089077076,1.253031944,3.836045132,60.48047215,NA,NA,NA,MW,0,NA,NA,0,1991.874023,1992.03833,0,1991,1992,NA,0.098629493,0.116508785,0.036175267,0.005548013,0.003963939,0.008624039
