In.union,Catalog.ID,Age..range,Note.on.data,Note.on.methods,Note.on.country,Note.on.population,Contraceptive.use.ANY,Contraceptive.use.MODERN,Contraceptive.use.TRADITIONAL,Unmet,GEO.biases..unknown.direction.,Non.pregnant.and.other.positive.biases,Negative.bias,Population.type,age.cat.bias,Modern.method.bias,Folk.method.positive.bias,Absence.of.probing.questions.bias...1,ISO.code,Country,Start.year_excel_format,End.year_excel_format,Start.year,End.year,Source.name,Data.series.type,EXCLUDE1isyes,SE.logR.modern.nouse,SE.logR.trad.nouse,SE.logR.unmet.noneed,SE.modern,SE.trad,SE.unmet
0,5438,18-19,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,9.7,9.7,0,NA,NA,NA,NA,PW,+,NA,NA,0,440,Lithuania,01/04/2006,30/12/2006,2006.25,2006.99,2006 GGS,GGS,0,NA,NA,NA,NA,NA,NA
0,5444,15-19,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.74911032,0.71316726,0.0359,NA,NA,NA,NA,UW,0,NA,NA,0,296,Kiribati,18/09/2009,18/12/2009,2009.71,2009.96,2009 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5447,15-19,NA,NA,NA,NA,7.755159594,6.319081905,1.43607769,3.393711145,NA,NA,NA,UW,0,NA,NA,0,566,Nigeria,01/02/2013,30/06/2013,2013.08,2013.49,2013 DHS,DHS,0,0.0691198565896791,0.126419338859457,0.0912583934809785,0.0023576249554446,7.99780690411624e-4,0.00178051422804431
0,5450,15-19,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,6.551111111,5.054222222,1.496888889,NA,NA,NA,NA,UW,0,NA,Including folk methods.,1,548,Vanuatu,NA,NA,2013.25,2013.75,2013 DHS-MICS,National survey,0,NA,NA,NA,NA,NA,NA
0,5451,15-19,NA,NA,NA,NA,6.337657317,6.087982302,0.249675015,8.294748157,NA,NA,NA,UW,0,NA,NA,0,332,Haiti,01/01/2012,30/06/2012,2012,2012.49,2012 DHS-MICS,DHS,0,0.110479792468658,0.408189789480982,0.0782340644794759,0.00371783129907993,5.5432883125009e-4,0.00364393547049411
0,5455,18-19,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,25,24.6,0.4,NA,NA,NA,NA,PW,+,NA,NA,0,203,Czechia,NA,NA,2005.25,2005.75,2005 GGS,GGS,0,NA,NA,NA,NA,NA,NA
0,5457,15-19,NA,NA,NA,NA,0.127768037,0.127768037,0,0.0926,NA,NA,NA,UW,0,NA,NA,0,417,Kyrgyzstan,01/08/2012,31/12/2012,2012.58,2013,2012 DHS,DHS,0,0.99738240424535,NaN,1.00150199939498,0.00127343043748057,0,9.26815055034849e-4
0,5458,15-19,NA,NA,NA,NA,0.158235776,0.129206366,0.029,0.147847764,NA,NA,NA,UW,0,NA,NA,0,360,Indonesia,01/05/2012,31/07/2012,2012.33,2012.58,2012 DHS Special,National survey,0,NA,NA,NA,NA,NA,NA
0,5459,15-19,NA,NA,NA,NA,2.136101597,1.472486266,0.663615331,0.873917266,NA,NA,NA,UW,0,NA,NA,0,174,Comoros,01/08/2012,31/12/2012,2012.58,2013,2012 DHS-MICS,DHS,0,0.38686530030532,0.493197481883543,0.320271210181263,0.00296795154808096,0.00151632219097277,0.00242703677780538
0,5460,15-19,NA,NA,NA,NA,5.114516171,4.790940178,0.323575993,7.864322437,NA,NA,NA,UW,0,NA,NA,0,466,Mali,13/11/2012,05/02/2013,2012.87,2013.1,2012-2013 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5462,15-19,NA,NA,NA,NA,0.374104309,0.374104309,0,1.237601669,NA,NA,NA,UW,0,NA,NA,0,270,Gambia,01/02/2013,30/04/2013,2013.08,2013.33,2013 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5469,15-19,NA,NA,NA,NA,17.84557162,16.88084459,0.964727036,25.0086731,NA,NA,NA,UW,0,NA,NA,0,430,Liberia,01/03/2013,31/07/2013,2013.16,2013.58,2013 DHS,DHS,0,0.104819376918368,0.472039078852479,0.0921029122836363,0.00606176933562589,7.84423391049286e-4,0.00426088191857275
0,5490,15-19,NA,NA,NA,NA,1.001020522,0.959117272,0.0419,1.182715427,NA,NA,NA,UW,0,NA,NA,0,686,Senegal,01/09/2012,30/06/2013,2012.67,2013.49,2012-2013 DHS,DHS,0,0.212338719677828,0.999465188725122,0.237691296413015,0.00201345383604438,1.56149501117538e-4,0.00209161656875053
0,5503,15-19,NA,NA,NA,NA,1.677742633,1.677742633,0,2.212350773,NA,NA,NA,UW,0,NA,NA,0,231,Ethiopia,01/01/2014,31/03/2014,2014,2014.24,2014 PMA-R1,PMA,0,0.28454801753298,NaN,0.428153741880782,0.00235888658665897,0,0.00156815110751958
0,5549,15-19,NA,NA,NA,NA,5.698271836,4.29705745,1.401214386,NA,NA,NA,NA,UW,0,NA,NA,0,566,Nigeria,01/07/2012,31/12/2012,2012.5,2013,2012 NARHS,National survey,0,NA,NA,NA,NA,NA,NA
0,5555,15-19,NA,NA,NA,NA,7.412674114,5.05448383,2.358190284,2.191413935,NA,NA,NA,UW,0,NA,NA,0,604,Peru,01/03/2012,31/12/2012,2012.16,2013,2012 DHS,DHS,0,0.103290893147294,0.123476021266708,0.129660851534316,0.00208150577706422,0.00116339493524456,0.00133657759175285
0,5556,15-19,NA,NA,NA,NA,24.8964859,23.74463965,1.151846249,13.15003007,NA,NA,NA,UW,0,NA,NA,0,694,Sierra Leone,01/06/2013,31/10/2013,2013.41,2013.83,2013 DHS,DHS,0,0.0696890399672995,0.211516538936301,0.0737470738090921,0.00567872496391205,7.39363102931255e-4,0.00328364715613329
0,5557,15-19,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0,0,0,NA,NA,NA,NA,UW,0,NA,NA,0,792,Turkey,NA,NA,2013.25,2013.75,2013 NDHS,National survey,0,NA,NA,NA,NA,NA,NA
0,5561,15-19,NA,NA,NA,NA,4.924605651,4.517470787,0.407134864,5.576275289,NA,NA,NA,UW,0,NA,NA,1,222,El Salvador,01/03/2014,28/09/2014,2014.16,2014.74,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5564,15-19,NA,NA,NA,NA,1.762858943,1.717447558,0.0454,4.800003234,NA,NA,NA,UW,0,NA,NA,0,148,Chad,01/10/2014,30/04/2015,2014.75,2015.33,2014-2015 DHS-MICS,DHS,0,0.213776432693994,1.00297461989334,0.129905565314985,0.00286311481115745,1.57084951051073e-4,0.002271140553423
0,5565,15-19,NA,NA,NA,NA,0.176593213,0.135546147,0.041,0.0202,NA,NA,NA,UW,0,NA,NA,0,356,India,01/01/2015,31/12/2016,2015,2017,2015-2016 NFHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5566,15-19,NA,NA,NA,NA,0.0893,0.039,0.0503,0.190143151,NA,NA,NA,UW,0,NA,NA,0,116,Cambodia,01/06/2014,31/12/2014,2014.41,2015,2014 DHS,DHS,0,0.712052478285807,1.00024494833654,0.478740984873967,1.8858120944508e-4,5.03217048248885e-4,6.22425972495864e-4
0,5569,15-19,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,1.403849975,1.195678092,0.208171883,NA,NA,NA,NA,UW,0,NA,NA,0,558,Nicaragua,01/06/2011,28/11/2012,2011.41,2012.91,2011-2012 NDHS,National survey,0,NA,NA,NA,NA,NA,NA
0,5577,15-19,NA,NA,NA,NA,0.739004742,0.739004742,0,0,NA,NA,NA,UW,0,NA,NA,1,417,Kyrgyzstan,24/04/2014,30/06/2014,2014.31,2014.49,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5578,15-19,NA,NA,NA,NA,13.95894462,12.64988071,1.309063908,0,NA,NA,NA,UW,0,NA,NA,1,688,Serbia,01/02/2014,30/04/2014,2014.08,2014.33,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5579,15-19,NA,NA,NA,NA,2.408784694,2.133539744,0.27524495,2.782559587,NA,NA,NA,UW,0,NA,NA,1,496,Mongolia,30/09/2013,28/12/2013,2013.75,2013.99,2013 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5580,15-19,NA,NA,NA,NA,0,0,0,0.181628459,NA,NA,NA,UW,0,NA,NA,1,704,Viet Nam,01/12/2013,31/03/2014,2013.92,2014.24,2013-2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5582,15-19,NA,NA,NA,NA,6.092295065,6.030470203,0.0618,9.971003053,NA,NA,NA,UW,0,NA,NA,1,454,Malawi,01/11/2013,28/04/2014,2013.83,2014.32,2013-2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5584,15-19,NA,NA,NA,NA,16.57123355,16.57123355,0,4.76502045,NA,NA,NA,UW,0,NA,NA,1,748,Eswatini,01/07/2014,31/10/2014,2014.5,2014.83,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5585,15-19,NA,NA,NA,NA,5.656815563,5.454915596,0.201899967,4.144627508,NA,NA,NA,UW,0,NA,NA,1,716,Zimbabwe,15/02/2014,15/04/2014,2014.12,2014.28,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5589,15-19,NA,NA,NA,NA,44,43.4,0.6,NA,NA,NA,NA,UW,0,NA,NA,0,250,France,01/06/2010,31/01/2011,2010.41,2011.08,2010 Enqu̻te Fecond,National survey,0,NA,NA,NA,NA,NA,NA
0,5602,15-19,NA,NA,NA,NA,3.70887767,2.836846804,0.608840758,12.08767078,NA,NA,NA,UW,0,NA,NA,0,288,Ghana,01/07/2013,30/11/2013,2013.5,2013.91,2013 PMA-R1,PMA,0,0.274516737067278,0.990536534551888,0.218295141284061,0.00534904039491879,0.00625303424183741,0.0127020828982381
0,5603,18-19,NA,NA,NA,NA,47.08,47.08,0,NA,NA,NA,NA,UW,+,NA,NA,0,36,Australia,24/08/2005,10/03/2006,2005.64,2006.19,2005-2006 HILDA,National survey,0,NA,NA,NA,NA,NA,NA
0,5612,15-19,NA,NA,NA,NA,11.23962254,4.897957753,6.341664786,10.1905279,NA,NA,NA,UW,0,NA,NA,0,180,Dem. Rep. of the Congo,01/08/2013,28/02/2014,2013.58,2014.16,2013-2014 DHS,DHS,0,0.123156154812127,0.143533245576654,0.0996730548829672,0.00363488533915661,0.004684308627991,0.00427902966217454
0,5613,15-19,NA,NA,NA,NA,0.980928336,0.399223538,0.581704798,1.182502856,NA,NA,NA,UW,0,NA,NA,0,608,Philippines,01/08/2013,30/09/2013,2013.58,2013.75,2013 DHS,DHS,0,0.300386545230874,0.278600033528216,0.176583234020039,9.29957893637916e-4,9.24722481092177e-4,0.00149489724878565
0,5616,15-19,NA,NA,NA,NA,23.73792245,23.6718722,0.0661,7.70030569,NA,NA,NA,UW,0,NA,NA,0,516,Namibia,01/05/2013,30/09/2013,2013.33,2013.75,2013 DHS,DHS,0,0.0694835122976006,0.725471190523393,0.10902214212018,0.00626645469898064,1.15379573204386e-4,0.00308761572109046
0,5635,15-19,NA,NA,NA,NA,10.54115211,8.824779746,1.716372368,NA,NA,NA,NA,UW,0,NA,NA,1,384,C̫te d'Ivoire,01/07/2016,31/08/2016,2016.5,2016.66,2016 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5637,15-19,NA,NA,NA,NA,33.28407113,30.88516861,2.398902519,15.82290113,NA,NA,NA,UW,0,NA,NA,1,624,Guinea-Bissau,01/03/2014,31/07/2014,2014.16,2014.58,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5641,15-19,NA,NA,NA,NA,32.38559582,18.19534588,14.19024994,5.204886161,NA,NA,NA,UW,0,NA,NA,1,120,Cameroon,NA,NA,2014.25,2014.75,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5642,15-19,NA,NA,NA,NA,20.75810146,16.0335769,4.724524561,12.57769762,NA,NA,NA,UW,0,NA,NA,1,178,Congo,01/11/2014,28/02/2015,2014.83,2015.16,2014-2015 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5644,15-19,NA,NA,NA,NA,13.79951043,12.374424,1.425086431,10.72818566,NA,NA,NA,UW,0,NA,NA,1,678,Sao Tome and Principe,NA,NA,2014.25,2014.75,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5659,15-19,NA,NA,NA,NA,5.116150716,5.054155836,0.062,10.73116201,NA,NA,NA,UW,0,NA,NA,0,894,Zambia,01/08/2013,30/04/2014,2013.58,2014.33,2013-2014 DHS,DHS,0,0.11537086843928,0.871554036112281,0.0691703607837616,0.00162783307508068,7.27786366789414e-5,0.00340790201505744
0,5665,15-19,NA,NA,NA,NA,8.24021293,5.808130549,2.432082381,15.47931301,NA,NA,NA,UW,0,NA,NA,1,204,Benin,01/05/2014,01/05/2014,2014.33,2014.33,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5666,15-19,NA,NA,NA,NA,1.331178947,1.331178947,0,0.0924,NA,NA,NA,UW,0,NA,NA,1,398,Kazakhstan,15/09/2015,15/11/2015,2015.7,2015.87,2015 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5669,15-19,NA,NA,NA,NA,1.465636803,1.348399672,0.117237132,NA,NA,NA,NA,UW,0,NA,NA,1,764,Thailand,15/11/2015,15/03/2016,2015.87,2016.2,2015-2016 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5672,15-19,NA,NA,NA,NA,0.0209,0.0209,0,0,NA,NA,NA,UW,0,NA,NA,1,524,Nepal,01/02/2014,30/06/2014,2014.08,2014.49,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5673,15-19,NA,NA,NA,NA,52.66591547,52.17791339,0.488002087,3.950967675,NA,NA,NA,UW,0,NA,NA,1,192,Cuba,01/02/2014,28/09/2014,2014.08,2014.74,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5674,15-19,NA,NA,NA,NA,13.23943965,12.88811308,0.351326573,7.617012222,NA,NA,NA,UW,0,NA,NA,1,214,Dominican Republic,01/06/2014,31/08/2014,2014.41,2014.66,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5675,15-19,NA,NA,NA,NA,3.813712915,2.400128631,1.413584284,3.913668131,NA,NA,NA,UW,0,NA,NA,1,328,Guyana,NA,NA,2014.25,2014.75,2014 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5676,15-19,NA,NA,NA,NA,6.359363742,5.221631027,1.137732715,NA,NA,NA,NA,UW,0,NA,NA,1,324,Guinea,NA,NA,2016.25,2016.75,2016 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5677,15-19,NA,NA,NA,NA,5.623055521,5.464426263,0.158629258,7.967983183,NA,NA,NA,UW,0,NA,NA,1,466,Mali,20/07/2015,21/10/2015,2015.55,2015.8,2015 MICS,MICS,0,NA,NA,NA,NA,NA,NA
0,5710,15-19,NA,NA,NA,NA,14.61236817,13.56090465,1.051463522,5.628634488,NA,NA,NA,UW,0,NA,NA,0,214,Dominican Republic,01/07/2013,31/10/2013,2013.5,2013.83,2013 DHS,DHS,0,0.105135373116196,0.356492241150995,0.159987812188897,0.00519214421370395,0.0013671864237101,0.00254193537239469
0,5721,15-19,NA,NA,NA,NA,3.36451554,3.36451554,0,10.59095306,NA,NA,NA,UW,0,NA,NA,0,404,Kenya,01/07/2014,23/07/2014,2014.5,2014.56,2014 PMA-R1,PMA,0,0.231630108443287,NaN,0.189838155241018,0.00462675876935486,0,0.00886694176107124
0,5722,15-19,NA,NA,NA,NA,7.982885997,7.518965229,0.289689365,9.45706311,NA,NA,NA,UW,0,NA,NA,0,800,Uganda,01/08/2015,30/09/2015,2015.58,2015.75,2015 PMA-R3,PMA,0,0.203579453907704,0.609835633405821,0.180416721465193,0.00792331526475926,6.09347698124203e-4,0.0108710997504984
0,5764,15-19,NA,NA,NA,NA,5.789001017,4.523483162,1.127951651,5.863978591,NA,NA,NA,UW,0,NA,NA,0,854,Burkina Faso,01/09/2014,31/10/2014,2014.67,2014.83,2015 PMA-R2,PMA,0,0.257511834875333,0.621244263952202,0.383766542793667,0.00962154668906656,0.00658539844054322,0.0200595914243373
0,5765,15-19,NA,NA,NA,NA,1.463001709,1.150209367,0,1.778050856,NA,NA,NA,UW,0,NA,NA,0,231,Ethiopia,01/10/2014,31/12/2014,2014.75,2015,2014 PMA-R2,PMA,0,0.295686482927189,NaN,0.462262902419553,0.00232904513077991,0,0.00131333896550803
0,5766,15-19,NA,NA,NA,NA,4.368567147,3.519983432,0.145187229,10.63366891,NA,NA,NA,UW,0,NA,NA,0,288,Ghana,01/02/2014,31/05/2014,2014.08,2014.41,2014 PMA-R2,PMA,0,0.223537486801017,1.00242267868322,0.195663465011594,0.00545608053594079,8.24086680454149e-4,0.0132388341529859
0,5767,15-19,NA,NA,NA,NA,7.755496668,6.157179775,1.598316893,9.309963226,NA,NA,NA,UW,0,NA,NA,0,288,Ghana,01/09/2014,31/12/2014,2014.67,2015,2014 PMA-R3,PMA,0,0.255105909413128,0.284651153315098,0.191390701893293,0.0104158635552721,0.00338236950417871,0.0100461377765976
0,5768,15-19,NA,NA,NA,NA,10.16425901,9.408819544,0.320364461,17.87215354,NA,NA,NA,UW,0,NA,NA,0,404,Kenya,01/06/2015,31/07/2015,2015.41,2015.58,2015 PMA-R3,PMA,0,0.177858617696131,0.597660009741266,0.248008188370361,0.00644479896755889,0.00173767669504816,0.018645578318447
0,5769,15-19,NA,NA,NA,NA,16.83617614,16.39894164,0.437234492,2.886866478,NA,NA,NA,UW,0,NA,NA,0,426,Lesotho,01/09/2014,31/12/2014,2014.67,2015,2014 DHS,DHS,0,0.0973857637919508,0.492815444047555,0.224617385442679,0.00429242626504639,6.25166422938535e-4,0.0016680256932899
0,5778,15-19,NA,NA,NA,NA,7.973885938,5.60234665,2.371539289,9.014919007,NA,NA,NA,UW,0,NA,NA,0,288,Ghana,01/09/2014,31/12/2014,2014.67,2015,2014 DHS,DHS,0,0.172195810829685,0.201500170435569,0.116348569417304,0.00392858412622286,0.00282063150849987,0.00386041528027454
0,5779,15-19,NA,NA,NA,NA,1.685686816,1.652530052,0.0332,2.048203561,NA,NA,NA,UW,0,NA,NA,0,686,Senegal,01/01/2014,31/10/2014,2014,2014.83,2014 DHS,DHS,0,0.321917318669123,1.0028892127888,0.277162565042742,0.00526833277169971,9.18300528524774e-5,0.00498734366820992
0,5780,15-19,NA,NA,NA,NA,6.024552078,5.564631768,0.459920309,2.367767888,NA,NA,NA,UW,0,NA,NA,0,404,Kenya,01/05/2014,31/10/2014,2014.33,2014.83,2014 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5788,15-19,NA,NA,NA,NA,24.8769896,23.54226231,1.334727286,4.688956029,NA,NA,NA,UW,0,NA,NA,0,170,Colombia,01/02/2015,31/03/2016,2015.08,2016.25,2015 DHS,DHS,0,0.0560870068888476,0.157379697272392,0.101092527466544,0.00237349267487778,5.77314341031722e-4,9.50755456205413e-4
0,5790,15-19,NA,NA,NA,NA,2.357389412,1.882714656,0.474674756,2.210242974,NA,NA,NA,UW,0,NA,NA,0,320,Guatemala,01/10/2014,30/06/2015,2014.75,2015.49,2014-2015 ENSMI,DHS,0,0.13312742577999,0.211927814717092,0.112862265936712,0.00195193406447716,6.8234910716767e-4,0.00194515491295342
0,5794,15-19,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,18.03647059,16.91223529,1.124235294,11.86305882,NA,NA,NA,UW,0,NA,NA,0,508,Mozambique,01/05/2015,31/10/2015,2015.33,2015.83,2015 AIS,National survey,0,NA,NA,NA,NA,NA,NA
0,5796,15-19,NA,NA,NA,NA,1.217450984,0.996298633,0.22115235,3.439561765,NA,NA,NA,UW,0,NA,NA,0,646,Rwanda,01/11/2014,30/04/2015,2014.83,2015.33,2014-2015 DHS,DHS,0,0.198632914680247,0.450863238529049,0.106808613619233,0.00166755592017133,6.80871633520452e-4,0.00305264327448297
0,5797,15-19,NA,NA,NA,NA,24.55206428,24.50927211,0.0428,7.505233086,NA,NA,NA,UW,0,NA,NA,0,710,South Africa,24/06/2016,04/11/2016,2016.48,2016.84,2016 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5798,15-19,NA,NA,NA,NA,4.064274766,4.064274766,0,2.638992045,NA,NA,NA,UW,0,NA,NA,0,716,Zimbabwe,01/07/2015,31/12/2015,2015.5,2016,2015 DHS,DHS,0,0.133914131351414,NaN,0.162728051243499,0.00238801202390224,0,0.00179846868727468
0,5805,15-19,NA,NA,NA,NA,9.469959423,9.113725933,0.35623349,16.41566282,NA,NA,NA,UW,0,NA,NA,0,24,Angola,01/11/2015,29/02/2016,2015.83,2016.16,2015-2016 DHS,DHS,0,0.11846039032224,0.38555602301305397,0.0826557711764189,0.00418423065907291,6.19275268312887e-4,0.00636543294030445
0,5806,15-19,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,UW,0,NA,NA,0,51,Armenia,01/12/2015,30/04/2016,2015.92,2016.33,2015 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5808,15-19,NA,NA,NA,NA,2.376924239,2.298583195,0.0783,1.402665806,NA,NA,NA,UW,0,NA,NA,0,231,Ethiopia,01/01/2016,30/06/2016,2016,2016.49,2016 DHS,DHS,0,0.173548281867728,0.752980937782897,0.272573484685661,0.00176889666905662,9.63830331536162e-5,8.79058786792073e-4
0,5825,15-19,NA,NA,NA,NA,7.607550893,6.915817455,0.691733438,9.434888446,NA,NA,NA,UW,0,NA,NA,0,332,Haiti,01/11/2016,30/04/2017,2016.83,2017.33,2016 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5826,15-19,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,7.151784232,5.131037344,2.020746888,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,604,Peru,01/03/2013,30/11/2013,2013.16,2013.91,2013 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5919,15-19,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.316288877,0.316288877,0,0.1,NA,NA,NA,UW,0,NA,NA,0,232,Eritrea,14/01/2010,07/07/2010,2010.04,2010.51,2010 PHS,National survey,0,NA,NA,NA,NA,NA,NA
0,5952,15-19,NA,NA,NA,NA,8.459478351,8.337431025,0.122047327,7.310819269,NA,NA,NA,UW,0,NA,NA,0,454,Malawi,01/10/2015,29/02/2016,2015.75,2016.16,2015-2016 DHS,DHS,0,0.0794499427273534,0.833107121586264,0.0722276384835935,0.00155623908381783,1.96366700487085e-4,0.00131721554608281
0,5954,15-19,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,8.151582527,6.138660738,2.012921789,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,604,Peru,01/03/2014,31/12/2014,2014.16,2015,2014 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5955,15-19,NA,NA,NA,NA,1.484741682,1.399554433,0.0852,1.348049703,NA,NA,NA,UW,0,NA,NA,0,686,Senegal,01/01/2015,31/10/2015,2015,2015.83,2015 DHS,DHS,0,0.285029990823636,0.706271773944056,0.249252574894003,0.003903762705892,5.97522534755677e-4,0.00314860523336924
0,5957,15-19,NA,NA,NA,NA,9.060498252,7.171146144,1.889352108,7.132030346,NA,NA,NA,UW,0,NA,NA,0,834,United Republic of Tanzania,01/08/2015,29/02/2016,2015.58,2016.16,2015-2016 DHS,DHS,0,NA,NA,NA,NA,NA,NA
0,5993,15-19,NA,NA,NA,NA,1.586733296,1.586733296,0,5.537577007,NA,NA,NA,UW,0,NA,NA,0,854,Burkina Faso,01/07/2014,31/12/2014,2014.5,2015,2014 PMA-R1,PMA,0,0.520326091483282,NaN,0.339295178514966,0.00798009920000397,0,0.0152796488155937
0,5994,15-19,NA,NA,NA,NA,0.00662,0.00662,0,0.853969235,NA,NA,NA,UW,0,NA,NA,0,360,Indonesia,01/07/2015,31/08/2015,2015.5,2015.66,2015 PMA-R1,PMA,0,0.756360450396906,NaN,0.757318639128027,4.33415346640733e-6,0,0.0032430096335839902
0,5995,15-19,NA,NA,NA,NA,9.642949495,6.145155705,2.483816546,15.02839381,NA,NA,NA,UW,0,NA,NA,0,288,Ghana,01/05/2015,30/06/2015,2015.33,2015.49,2015 PMA-R4,PMA,0,0.165853253844269,0.283120904117242,0.169463459722871,0.00925218109410268,0.00660477105087598,0.0179246967079141
0,5996,15-19,NA,NA,NA,NA,4.736957915,3.793310945,0.0832,7.553887014,NA,NA,NA,UW,0,NA,NA,0,404,Kenya,01/11/2014,31/12/2014,2014.83,2015,2014 PMA-R2,PMA,0,0.245604434675886,1.00753599566125,0.175520307029203,0.00712373703581541,2.37879514974877e-4,0.00768309818908773
0,5997,15-19,NA,NA,NA,NA,4.517018674,4.359376086,0.157642588,9.686658595,NA,NA,NA,UW,0,NA,NA,0,800,Uganda,01/07/2014,28/06/2014,2014.5,2014.49,2014 PMA-R1,PMA,0,0.250703633929497,0.989224551206286,0.199813849752545,0.00568496121638684,4.90903793849819e-4,0.00647088329175608
0,5998,15-19,NA,NA,NA,NA,7.884112873,7.40786525,0.476247623,5.322715651,NA,NA,NA,UW,0,NA,NA,0,800,Uganda,01/01/2015,28/02/2015,2015,2015.16,2015 PMA-R2,PMA,0,0.197153111949829,0.604399910498851,0.231438196350293,0.00692013654884193,0.0010856132345479,0.0058829082206582
0,6001,15-19,NA,NA,NA,NA,2.597017565,2.537930413,0,1.058316633,NA,NA,NA,UW,0,NA,NA,0,231,Ethiopia,01/04/2015,31/05/2015,2015.25,2015.41,2015 PMA-R3,PMA,0,0.214232716992489,NaN,0.327705759072125,0.00265424446972854,0,0.00107936493396143
0,6002,18-19,NA,NA,NA,NA,50.62,50.62,0,NA,NA,NA,NA,UW,+,NA,NA,0,36,Australia,29/07/2011,15/02/2012,2011.57,2012.12,2011-2012 HILDA,National survey,0,NA,NA,NA,NA,NA,NA
0,6003,15-19,NA,NA,"Data pertain to urban centers with 2,000 or more people.",NA,28.42490249,28.39740202,0.0275,NA,"Data pertain to urban centers with 2,000 or more people.",NA,NA,UW,0,NA,NA,0,32,Argentina,01/05/2013,30/06/2013,2013.33,2013.49,2013 ENSSyR,National survey,0,NA,NA,NA,NA,NA,NA
0,6006,18-19,NA,NA,NA,NA,43.41047705,43.37313846,0.0373,NA,NA,NA,NA,UW,+,NA,NA,0,76,Brazil,NA,NA,2013.25,2013.75,2013 PNS,National survey,0,NA,NA,NA,NA,NA,NA
0,6009,18-19,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,UW,+,NA,NA,0,528,Netherlands,01/07/2013,01/10/2013,2013.5,2013.75,2013 FFS,GGS,0,NA,NA,NA,NA,NA,NA
0,6014,15-19,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.102145046,0.102145046,0,0.8,NA,NA,NA,UW,0,NA,NA,0,882,Samoa,01/07/2014,01/08/2014,2014.5,2014.58,2014 DHS,National survey,0,NA,NA,NA,NA,NA,NA
0,6025,18-19,NA,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,65.84701512,65.84701512,0,NA,NA,NA,NA,UW,+,NA,NA,0,40,Austria,22/09/2012,27/05/2013,2012.72,2013.4,2012-2013 GGS,GGS,0,NA,NA,NA,NA,NA,NA
0,6026,18-19,NA,NA,NA,NA,42.81,42.81,0,NA,NA,NA,NA,UW,+,NA,NA,0,36,Australia,15/08/2008,28/02/2009,2008.62,2009.16,2008-2009 HILDA,National survey,0,NA,NA,NA,NA,NA,NA
